##Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_relativo_med
Prefeitura Municipal de Harmonia - RS;  4309555;  RS;  4557; Despesas (Exceto Intraorçamentárias); 40.49%; 18794706.65; 11814073.16; 6980633.49; Administração; 22.05%; 5579002.91; 1776830.72; 3802172.19; Agricultura; 07.90%; 1650011.50; 288403.29; 1361608.21; Transporte; 05.02%; 1135811.25; 269699.41; 866111.84; Urbanismo; 04.68%; 157204.15; 964879.54; -807675.39;  1.84
Prefeitura Municipal de Rio Fortuna - SC;  4214904;  SC;  4569; Despesas (Exceto Intraorçamentárias); 42.10%; 17561907.24; 11489945.04; 6071962.20; Transporte; 33.10%; 5043655.92; 269699.41; 4773956.51; Saúde; 05.77%; 3632547.82; 2800379.01; 832168.81; Educação; 04.84%; 4457628.72; 3759688.21; 697940.51; Urbanismo; 03.80%; 323772.47; 871638.86; -547866.39;  1.52
Prefeitura Municipal de Joaquim Felício - MG;  3136405;  MG;  4573; Administração; 17.89%; 1122979.78; 1872539.62; -749559.84; Encargos Especiais; 15.29%; 800096.13; 159307.35; 640788.78; Cultura; 11.25%; 590476.02; 119263.66; 471212.36; Despesas (Exceto Intraorçamentárias); 10.36%; 12464863.37; 12030691.43; 434171.94; Urbanismo; 08.28%; 559707.79; 906526.76; -346818.97;  1.53
Prefeitura Municipal de Boracéia - SP;  3507308;  SP;  4586; Despesas (Exceto Intraorçamentárias); 47.14%; 20003145.98; 12030691.43; 7972454.55; Saúde; 13.52%; 5269574.40; 2983396.12; 2286178.28; Educação; 10.50%; 5522108.33; 3746141.88; 1775966.45; Desporto e Lazer; 06.76%; 1265190.43; 121502.65; 1143687.78; Urbanismo; 06.41%; 1990844.22; 906526.76; 1084317.46;  1.71
Prefeitura Municipal de Nova Iorque - MA;  2107308;  MA;  4595; Despesas (Exceto Intraorçamentárias); 21.28%; 13756511.30; 12030691.43; 1725819.87; Educação; 16.23%; 5062262.46; 3746141.88; 1316120.58; Saúde; 13.69%; 1873169.68; 2983396.12; -1110226.44; Urbanismo; 10.20%; 1733960.10; 906526.76; 827433.34; Transporte; 08.84%; 1045156.25; 328514.77; 716641.48;  1.54
Prefeitura Municipal de Bom Jardim da Serra - SC;  4202503;  SC;  4598; Transporte; 25.91%; 1707310.58; 248546.25; 1458764.33; Educação; 18.02%; 2792806.36; 3807447.12; -1014640.76; Despesas (Exceto Intraorçamentárias); 15.64%; 12885289.22; 12004924.14; 880365.08; Saneamento; 08.20%; 575620.08; 114248.41; 461371.67; Habitação; 05.67%; 326161.16; 7140.79; 319020.37;  1.53
Prefeitura Municipal de Dom Joaquim - MG;  3122603;  MG;  4624; Despesas (Exceto Intraorçamentárias); 42.00%; 18575796.17; 11807663.17; 6768133.00; Urbanismo; 15.90%; 3547605.42; 985713.28; 2561892.14; Transporte; 07.94%; 1482362.11; 203186.59; 1279175.52; Educação; 07.49%; 2623200.26; 3829589.60; -1206389.34; Saneamento; 06.69%; 1196834.78; 119422.40; 1077412.38;  1.98
Prefeitura Municipal de Balbinos - SP;  3504701;  SP;  4629; Despesas (Exceto Intraorçamentárias); 22.79%; 13475946.46; 11807663.17; 1668283.29; Educação; 18.07%; 2506562.85; 3829589.60; -1323026.75; Saúde; 17.30%; 4202722.73; 2935972.53; 1266750.20; Habitação; 11.83%; 873173.92; 7140.79; 866033.13; Assistência Social; 05.28%; 1026389.19; 639777.34; 386611.85;  1.76
Prefeitura Municipal de Berizal - MG;  3106655;  MG;  4630; Despesas (Exceto Intraorçamentárias); 23.16%; 10658908.28; 11807663.17; -1148754.89; Educação; 16.68%; 3002107.37; 3829589.60; -827482.23; Saúde; 16.38%; 2123202.70; 2935972.53; -812769.83; Encargos Especiais; 07.72%; 585903.40; 202981.73; 382921.67; Administração; 05.59%; 1441282.72; 1718684.99; -277402.27;  1.63
Prefeitura Municipal de Jurema - PI;  2205532;  PI;  4641; Educação; 35.45%; 7355803.48; 3759429.13; 3596374.35; Despesas (Exceto Intraorçamentárias); 31.60%; 14991110.90; 11785266.79; 3205844.11; Saneamento; 04.96%; 617589.00; 114731.88; 502857.12; Urbanismo; 04.43%; 529039.78; 978481.88; -449442.10; Saúde; 03.71%; 2582858.19; 2959539.03; -376680.84;  1.70
Prefeitura Municipal de Cruzeiro do Sul - PR;  4106704;  PR;  4646; Despesas (Exceto Intraorçamentárias); 32.69%; 15586976.03; 11785266.79; 3801709.24; Saúde; 12.72%; 4438995.89; 2959539.03; 1479456.86; Administração; 10.41%; 2905308.20; 1695269.82; 1210038.38; Educação; 10.22%; 2570597.26; 3759429.13; -1188831.87; Previdência Social; 07.26%; 1066387.04; 222745.36; 843641.68;  1.62
Prefeitura Municipal de Lobato - PR;  4113601;  PR;  4658; Despesas (Exceto Intraorçamentárias); 38.51%; 15644127.52; 11785266.79; 3858860.73; Previdência Social; 16.10%; 1835665.51; 222745.36; 1612920.15; Despesas (Intraorçamentárias); 10.34%; 1083491.98; 47769.95; 1035722.03; Administração; 06.75%; 2372135.51; 1695269.82; 676865.69; Saneamento; 05.06%; 622197.89; 114731.88; 507466.01;  2.02
Prefeitura Municipal de Serranópolis do Iguaçu - PR;  4126355;  PR;  4659; Despesas (Exceto Intraorçamentárias); 45.25%; 18558398.02; 11785266.79; 6773131.23; Saúde; 14.21%; 5086054.11; 2959539.03; 2126515.08; Urbanismo; 11.41%; 2686207.83; 978481.88; 1707725.95; Administração; 05.78%; 2561061.66; 1695269.82; 865791.84; Previdência Social; 03.89%; 804271.88; 222745.36; 581526.52;  1.58
Prefeitura Municipal de Lindóia do Sul - SC;  4209854;  SC;  4659; Despesas (Exceto Intraorçamentárias); 34.71%; 15445502.07; 11785266.79; 3660235.28; Transporte; 24.17%; 2761023.23; 212674.63; 2548348.60; Agricultura; 11.34%; 1356205.87; 159967.07; 1196238.80; Urbanismo; 05.09%; 441386.62; 978481.88; -537095.26; Indústria; 04.85%; 511413.67; 347.32; 511066.35;  1.53
Prefeitura Municipal de Nova Guarita - MT;  5108808;  MT;  4660; Administração; 26.63%; 3176782.18; 1695269.82; 1481512.36; Despesas (Exceto Intraorçamentárias); 14.91%; 10955606.25; 11785266.79; -829660.54; Urbanismo; 14.25%; 185449.21; 978481.88; -793032.67; Legislativa; 09.44%; 0; 525253.25; -525253.25; Educação; 07.31%; 3352463.79; 3759429.13; -406965.34;  2.31
Prefeitura Municipal de Aceguá - RS;  4300034;  RS;  4671; Despesas (Exceto Intraorçamentárias); 46.74%; 20592220.46; 11751689.40; 8840531.06; Administração; 10.76%; 3723524.12; 1689130.02; 2034394.10; Educação; 08.53%; 5443251.61; 3829863.19; 1613388.42; Saúde; 08.39%; 4526134.23; 2939955.95; 1586178.28; Encargos Especiais; 05.82%; 1288817.03; 187028.25; 1101788.78;  1.99
Prefeitura Municipal de Itapura - SP;  3523008;  SP;  4674; Despesas (Exceto Intraorçamentárias); 48.42%; 22220616.37; 11751689.40; 10468926.97; Habitação; 11.37%; 2465806.28; 7321.54; 2458484.74; Previdência Social; 06.89%; 1665496.40; 175667.03; 1489829.37; Administração; 06.78%; 3154772.34; 1689130.02; 1465642.32; Urbanismo; 05.58%; 2164567.55; 957662.71; 1206904.84;  2.14
Prefeitura Municipal de Paineiras - MG;  3146404;  MG;  4692; Previdência Social; 23.19%; 1523315.95; 162802.88; 1360513.07; Educação; 18.99%; 2747770.46; 3861866.26; -1114095.80; Saúde; 14.42%; 3839251.50; 2993373.30; 845878.20; Despesas (Exceto Intraorçamentárias); 11.45%; 12676047.19; 12004486.12; 671561.07; Urbanismo; 06.97%; 572880.44; 981750.59; -408870.15;  1.85
Prefeitura Municipal de Gavião - BA;  2911253;  BA;  4729; Despesas (Intraorçamentárias); 35.41%; 13112246.07; 0.00; 13112246.07; Despesas (Exceto Intraorçamentárias); 32.30%; 0; 11959508.31; -11959508.31; Educação; 09.75%; 0; 3610242.41; -3610242.41; Saúde; 08.06%; 0; 2984653.51; -2984653.51; Administração; 04.65%; 0; 1722561.28; -1722561.28;  8.51
Prefeitura Municipal de Marumbi - PR;  4115507;  PR;  4750; Administração; 23.64%; 3532357.96; 1729131.98; 1803225.98; Despesas (Exceto Intraorçamentárias); 19.17%; 13526585.02; 12063954.58; 1462630.44; Educação; 14.03%; 2570635.35; 3640795.42; -1070160.07; Transporte; 07.54%; 970648.31; 395405.00; 575243.31; Legislativa; 07.09%; 0; 540762.85; -540762.85;  1.53
Prefeitura Municipal de Fronteira dos Vales - MG;  3127057;  MG;  4765; Despesas (Exceto Intraorçamentárias); 38.09%; 8958345.95; 12063954.58; -3105608.63; Educação; 12.36%; 2632675.74; 3640795.42; -1008119.68; Saúde; 11.96%; 2031813.72; 3006638.29; -974824.57; Administração; 08.10%; 1069016.37; 1729131.98; -660115.61; Legislativa; 06.63%; 0; 540762.85; -540762.85;  1.51
Prefeitura Municipal de Rianápolis - GO;  5218706;  GO;  4768; Despesas (Exceto Intraorçamentárias); 23.86%; 13678750.40; 12063954.58; 1614795.82; Saúde; 14.95%; 4018450.24; 3006638.29; 1011811.95; Educação; 14.47%; 2661713.16; 3640795.42; -979082.26; Habitação; 12.73%; 872908.82; 11253.69; 861655.13; Encargos Especiais; 06.35%; 646801.91; 216889.16; 429912.75;  1.77
Prefeitura Municipal de Canas - SP;  3509957;  SP;  4788; Administração; 28.48%; 4644609.36; 1678694.40; 2965914.96; Despesas (Exceto Intraorçamentárias); 21.19%; 14139205.60; 11932647.83; 2206557.77; Educação; 13.89%; 5011056.00; 3563962.68; 1447093.32; Urbanismo; 10.08%; 71474.47; 1121146.26; -1049671.79; Legislativa; 05.10%; 0; 531414.32; -531414.32;  1.63
Prefeitura Municipal de Divina Pastora - SE;  2802007;  SE;  4804; Despesas (Exceto Intraorçamentárias); 46.22%; 24971580.83; 11932647.83; 13038933.00; Educação; 19.75%; 9133675.28; 3563962.68; 5569712.60; Administração; 11.51%; 4925140.52; 1678694.40; 3246446.12; Urbanismo; 09.89%; 3909716.00; 1121146.26; 2788569.74; Assistência Social; 02.70%; 1335709.32; 573933.46; 761775.86;  1.57
Prefeitura Municipal de Josenópolis - MG;  3136579;  MG;  4804; Despesas (Exceto Intraorçamentárias); 35.94%; 10814067.72; 11932647.83; -1118580.11; Educação; 13.73%; 3136484.99; 3563962.68; -427477.69; Saúde; 11.99%; 2600707.76; 2973749.15; -373041.39; Administração; 07.46%; 1446614.12; 1678694.40; -232080.28; Previdência Social; 04.90%; 0; 152611.09; -152611.09;  1.79
Prefeitura Municipal de Santana do Jacaré - MG;  3158805;  MG;  4811; Educação; 21.36%; 2365558.04; 3563962.68; -1198404.64; Despesas (Exceto Intraorçamentárias); 19.97%; 10812354.26; 11932647.83; -1120293.57; Legislativa; 09.47%; 0; 531414.32; -531414.32; Saúde; 08.62%; 3457421.37; 2973749.15; 483672.22; Cultura; 08.11%; 581819.06; 126764.33; 455054.73;  1.60
Prefeitura Municipal de Canitar - SP;  3510153;  SP;  4812; Despesas (Exceto Intraorçamentárias); 45.38%; 16531788.85; 11932647.83; 4599141.02; Educação; 29.70%; 6573419.35; 3563962.68; 3009456.67; Assistência Social; 07.92%; 1376185.38; 573933.46; 802251.92; Saneamento; 07.74%; 923340.73; 138532.89; 784807.84; Cultura; 01.65%; 294084.61; 126764.33; 167320.28;  1.51
Prefeitura Municipal de Currais - PI;  2203230;  PI;  4829; Educação; 20.57%; 4485963.02; 3563962.68; 922000.34; Encargos Especiais; 13.89%; 831949.05; 209387.49; 622561.56; Urbanismo; 11.11%; 622996.71; 1121146.26; -498149.55; Saúde; 09.40%; 2552306.19; 2973749.15; -421442.96; Transporte; 08.75%; 53230.57; 445350.11; -392119.54;  1.79
Prefeitura Municipal de Turvelândia - GO;  5221551;  GO;  4829; Despesas (Exceto Intraorçamentárias); 48.16%; 26048438.25; 11932647.83; 14115790.42; Administração; 12.82%; 5435701.76; 1678694.40; 3757007.36; Saúde; 07.70%; 5230490.09; 2973749.15; 2256740.94; Educação; 06.87%; 5578719.03; 3563962.68; 2014756.35; Urbanismo; 06.25%; 2953766.27; 1121146.26; 1832620.01;  1.57
Prefeitura Municipal de Capela Nova - MG;  3112208;  MG;  4836; Despesas (Exceto Intraorçamentárias); 31.53%; 9725609.51; 11932647.83; -2207038.32; Educação; 20.50%; 2128816.05; 3563962.68; -1435146.63; Administração; 12.54%; 800723.71; 1678694.40; -877970.69; Urbanismo; 10.01%; 420841.92; 1121146.26; -700304.34; Previdência Social; 06.69%; 620560.58; 152611.09; 467949.49;  1.59
Prefeitura Municipal de David Canabarro - RS;  4306304;  RS;  4837; Despesas (Exceto Intraorçamentárias); 31.95%; 13913783.46; 11913813.95; 1999969.51; Saúde; 13.09%; 3756538.30; 2937353.68; 819184.62; Agricultura; 10.78%; 902174.36; 227676.58; 674497.78; Transporte; 09.27%; 1033810.19; 453362.36; 580447.83; Urbanismo; 07.44%; 627416.15; 1093414.60; -465998.45;  1.61
Prefeitura Municipal de Botuverá - SC;  4202701;  SC;  4864; Despesas (Exceto Intraorçamentárias); 40.90%; 18925301.09; 11913813.95; 7011487.14; Transporte; 39.76%; 7268325.75; 453362.36; 6814963.39; Educação; 04.84%; 2728312.13; 3557219.77; -828907.64; Agricultura; 04.51%; 1000598.66; 227676.58; 772922.08; Urbanismo; 01.48%; 839494.31; 1093414.60; -253920.29;  1.80
Prefeitura Municipal de Mossâmedes - GO;  5213905;  GO;  4878; Educação; 27.67%; 0; 3572465.43; -3572465.43; Cultura; 23.14%; 3125381.60; 138102.63; 2987278.97; Despesas (Exceto Intraorçamentárias); 18.32%; 14323337.87; 11957624.99; 2365712.88; Previdência Social; 10.47%; 1555887.60; 203504.18; 1352383.42; Administração; 07.02%; 2605259.60; 1699322.84; 905936.76;  3.26
Prefeitura Municipal de Várzea Branca - PI;  2211357;  PI;  4899; Saneamento; 30.96%; 2754638.99; 145957.47; 2608681.52; Despesas (Exceto Intraorçamentárias); 28.63%; 14329570.49; 11917105.57; 2412464.92; Educação; 16.63%; 4945589.07; 3544495.68; 1401093.39; Saúde; 08.94%; 2222641.25; 2975932.40; -753291.15; Transporte; 04.29%; 120797.18; 482185.46; -361388.28;  1.89
Prefeitura Municipal de Moeda - MG;  3142304;  MG;  4903; Despesas (Exceto Intraorçamentárias); 34.19%; 8701384.21; 12455432.09; -3754047.88; Saúde; 23.71%; 563381.60; 3166986.67; -2603605.07; Educação; 07.90%; 2742148.97; 3609261.95; -867112.98; Transporte; 07.22%; 1281590.51; 488408.66; 793181.85; Administração; 05.81%; 1114256.62; 1751941.99; -637685.37;  1.81
Prefeitura Municipal de Ritápolis - MG;  3156106;  MG;  4922; Despesas (Exceto Intraorçamentárias); 35.33%; 10490500.81; 12715627.55; -2225126.74; Educação; 23.84%; 2281557.40; 3783439.87; -1501882.47; Urbanismo; 07.97%; 610380.87; 1112678.98; -502298.11; Assistência Social; 05.45%; 257041.17; 600444.62; -343403.45; Agricultura; 04.74%; 541358.94; 242679.64; 298679.30;  1.55
Prefeitura Municipal de São Luíz do Norte - GO;  5220157;  GO;  4932; Despesas (Exceto Intraorçamentárias); 34.62%; 17370954.86; 12750284.38; 4620670.48; Habitação; 15.70%; 2101576.06; 5925.10; 2095650.96; Administração; 11.24%; 3394737.86; 1894278.69; 1500459.17; Transporte; 10.18%; 1822938.29; 464019.79; 1358918.50; Urbanismo; 08.26%; 25000.00; 1127232.95; -1102232.95;  2.13
Prefeitura Municipal de Alcinópolis - MS;  5000252;  MS;  4961; Despesas (Exceto Intraorçamentárias); 49.06%; 29229684.83; 12749866.16; 16479818.67; Saúde; 09.49%; 6377322.80; 3187920.21; 3189402.59; Educação; 07.48%; 6223959.60; 3710217.75; 2513741.85; Assistência Social; 06.34%; 2747206.93; 618341.47; 2128865.46; Urbanismo; 05.26%; 2899007.29; 1130505.56; 1768501.73;  1.56
Prefeitura Municipal de Palestina - AL;  2706208;  AL;  4970; Administração; 26.10%; 4215154.32; 1957528.05; 2257626.27; Educação; 17.34%; 5210153.23; 3710217.75; 1499935.48; Despesas (Intraorçamentárias); 12.77%; 1185945.96; 81189.79; 1104756.17; Saúde; 12.49%; 2107659.69; 3187920.21; -1080260.52; Despesas (Exceto Intraorçamentárias); 07.90%; 13432923.98; 12749866.16; 683057.82;  1.77
Prefeitura Municipal de Amparo do Serra - MG;  3102506;  MG;  4997; Despesas (Exceto Intraorçamentárias); 34.63%; 10706294.71; 12804658.52; -2098363.81; Educação; 14.45%; 2886237.26; 3761580.70; -875343.44; Administração; 12.25%; 1196081.13; 1938221.66; -742140.53; Previdência Social; 06.21%; 643051.09; 266727.09; 376324.00; Saúde; 05.87%; 2841414.10; 3197165.02; -355750.92;  1.88
Prefeitura Municipal de Itajá - GO;  5210802;  GO;  5005; Despesas (Exceto Intraorçamentárias); 34.83%; 17242857.24; 12804658.52; 4438198.72; Previdência Social; 09.60%; 1490548.57; 266727.09; 1223821.48; Urbanismo; 09.12%; 0; 1162606.51; -1162606.51; Saúde; 05.89%; 3947341.17; 3197165.02; 750176.15; Administração; 05.75%; 2670346.33; 1938221.66; 732124.67;  1.74
Prefeitura Municipal de Paulistas - MG;  3148400;  MG;  5010; Despesas (Exceto Intraorçamentárias); 37.42%; 10070341.43; 12804658.52; -2734317.09; Saúde; 16.53%; 1989076.68; 3197165.02; -1208088.34; Urbanismo; 10.32%; 408206.18; 1162606.51; -754400.33; Previdência Social; 07.37%; 805223.68; 266727.09; 538496.59; Educação; 06.00%; 3322903.89; 3761580.70; -438676.81;  1.50
Prefeitura Municipal de Humaitá - RS;  4309704;  RS;  5019; Despesas (Intraorçamentárias); 24.29%; 1635333.08; 81189.79; 1554143.29; Despesas (Exceto Intraorçamentárias); 20.15%; 14093917.84; 12804658.52; 1289259.32; Previdência Social; 15.54%; 1261008.47; 266727.09; 994281.38; Agricultura; 07.83%; 724914.47; 223964.72; 500949.75; Administração; 05.81%; 2309714.23; 1938221.66; 371492.57;  1.60
Prefeitura Municipal de São Bento do Tocantins - TO;  1720101;  TO;  5026; Despesas (Exceto Intraorçamentárias); 32.86%; 10038990.22; 12962215.94; -2923225.72; Urbanismo; 10.46%; 238688.44; 1169239.16; -930550.72; Educação; 10.02%; 2858240.84; 3749315.72; -891074.88; Saúde; 09.08%; 2408048.85; 3215500.53; -807451.68; Transporte; 05.48%; 48000.00; 535357.61; -487357.61;  1.70
Prefeitura Municipal de Paraíso das Águas - MS;  5006275;  MS;  5047; Despesas (Exceto Intraorçamentárias); 45.59%; 23308457.16; 13012715.39; 10295741.77; Educação; 14.92%; 7195418.59; 3826448.48; 3368970.11; Administração; 09.69%; 4179178.96; 1991814.18; 2187364.78; Transporte; 08.71%; 2436264.92; 468852.22; 1967412.70; Saúde; 07.72%; 4962445.98; 3219978.62; 1742467.36;  1.63
Prefeitura Municipal de Guzolândia - SP;  3518909;  SP;  5064; Despesas (Exceto Intraorçamentárias); 30.75%; 14680625.49; 12693867.88; 1986757.61; Encargos Especiais; 13.69%; 1111204.56; 226890.93; 884313.63; Saúde; 11.18%; 3796411.23; 3073891.79; 722519.44; Educação; 09.03%; 3236795.73; 3820389.75; -583594.02; Gestão Ambiental; 05.60%; 384364.92; 22699.91; 361665.01;  1.67
Prefeitura Municipal de Japira - PR;  4112306;  PR;  5065; Administração; 22.66%; 3189376.21; 1952622.93; 1236753.28; Urbanismo; 14.62%; 1862962.05; 1065006.71; 797955.34; Despesas (Exceto Intraorçamentárias); 09.75%; 13225919.79; 12693867.88; 532051.91; Legislativa; 09.23%; 0; 503880.16; -503880.16; Transporte; 08.21%; 0; 448144.56; -448144.56;  1.89
Prefeitura Municipal de Aricanduva - MG;  3104452;  MG;  5078; Despesas (Exceto Intraorçamentárias); 28.45%; 10946430.33; 12694545.03; -1748114.70; Educação; 14.36%; 2954354.16; 3836536.06; -882181.90; Administração; 13.35%; 1150809.59; 1971291.23; -820481.64; Urbanismo; 08.84%; 495451.66; 1038685.23; -543233.57; Cultura; 07.11%; 565091.60; 128493.56; 436598.04;  1.56
Prefeitura Municipal de Presidente Castelo Branco - PR;  4120408;  PR;  5101; Administração; 41.45%; 10980175.44; 2006932.15; 8973243.29; Educação; 17.98%; 0; 3892157.37; -3892157.37; Saúde; 14.48%; 0; 3133622.69; -3133622.69; Despesas (Exceto Intraorçamentárias); 08.36%; 10980175.44; 12789311.24; -1809135.80; Urbanismo; 04.86%; 0; 1053001.89; -1053001.89;  2.77
Prefeitura Municipal de Caiçara - RS;  4303400;  RS;  5125; Educação; 17.71%; 2795045.44; 3892157.37; -1097111.93; Encargos Especiais; 16.97%; 1256290.44; 205482.23; 1050808.21; Administração; 13.53%; 2845141.36; 2006932.15; 838209.21; Agricultura; 13.13%; 1082412.59; 269041.79; 813370.80; Despesas (Intraorçamentárias); 06.54%; 486130.49; 81189.79; 404940.70;  1.59
Prefeitura Municipal de São Francisco do Glória - MG;  3161403;  MG;  5177; Administração; 44.30%; 11641113.77; 2013712.50; 9627401.27; Educação; 18.05%; 0; 3923351.85; -3923351.85; Saúde; 14.54%; 0; 3159030.46; -3159030.46; Despesas (Exceto Intraorçamentárias); 05.51%; 11641113.77; 12838563.63; -1197449.86; Urbanismo; 04.86%; 0; 1056945.54; -1056945.54;  2.84
Prefeitura Municipal de Nova Colinas - MA;  2107258;  MA;  5183; Transporte; 27.61%; 2344778.38; 333414.27; 2011364.11; Urbanismo; 13.61%; 62625.33; 1054055.86; -991430.53; Educação; 10.74%; 4826276.81; 4043706.94; 782569.87; Administração; 09.77%; 1310057.00; 2022014.23; -711957.23; Legislativa; 07.09%; 0; 516751.29; -516751.29;  1.71
Prefeitura Municipal de Catas Altas - MG;  3115359;  MG;  5184; Despesas (Exceto Intraorçamentárias); 48.40%; 29905787.47; 12823549.61; 17082237.86; Administração; 14.31%; 7072681.84; 2022014.23; 5050667.61; Educação; 08.90%; 7185031.02; 4043706.94; 3141324.08; Saúde; 07.04%; 5603605.42; 3118841.84; 2484763.58; Desporto e Lazer; 04.38%; 1637114.16; 89919.48; 1547194.68;  1.90
Prefeitura Municipal de Pato Bragado - PR;  4118451;  PR;  5239; Despesas (Exceto Intraorçamentárias); 49.04%; 24561233.37; 13048652.20; 11512581.17; Urbanismo; 09.79%; 3366336.61; 1066897.94; 2299438.67; Transporte; 08.17%; 2354326.39; 435792.90; 1918533.49; Saúde; 07.66%; 4971599.90; 3172505.31; 1799094.59; Administração; 04.10%; 2966797.48; 2004544.70; 962252.78;  1.60
