##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Porto Ferreira - SP;3540705;SP;54056;2023975.69;633302.51;0;1390673.18;727262.09;0;0;727262.09;0;0;0;0;21304592.24;0;14300412.70;6544694.26;0;0;0;0;0;0;459485.28;0;0;0;0;0;0;2658718.17;2512956.97;125070.71;0;20690.49;0;0;0;0;4724361.63;207615.74;170920.00;1098592.71;308723.83;2938509.35;7440226.88;0;7440226.88;0;0;0;24014485.34;9768329.08;2558955.78;399925.93;364849.67;1505071.17;0;9417353.71;0;0;0;0;0;0;39247087.31;24952486.42;1102369.10;425041.20;0;10460588.83;42827.30;433454.99;0;1830319.47;2178801.23;0;645757.71;1533043.52;0;0;0;0;0;10658115.37;1167310.46;3636042.70;0;5854762.21;0;0;0;0;0;0;0;0;133046.08;133046.08;0;0;0;0;0;0;0;0;0;0;14541.81;0;0;0;0;14541.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373772.00;0;0;0;0;373772.00;0;0;0;0;0;0;0;0;0;0;145528.79;0;145528.79;0;0;0;0;2014389.61;0;571514.15;0;1442875.46;6439945.66;0;0;4934385.51;0;0;1505560.15;0;0;124098849.90;0
Prefeitura Municipal de Gravatal - SC;4206207;SC;11064;3519418.89;776316.03;0;2743102.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;812293.14;0;0;186593.11;611700.03;14000.00;0;0;0;0;0;0;7676912.54;7676912.54;0;0;0;0;0;0;0;0;0;0;0;0;5432379.19;2499937.20;0;0;10700.00;1986345.01;195321.26;0;0;740075.72;32786.75;0;32786.75;0;0;0;0;0;0;1722522.43;1667836.33;0;0;54686.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536104.66;0;0;0;0;0;536104.66;0;0;0;0;0;0;0;0;0;0;0;0;0;1182561.71;1120436.71;0;0;0;62125.00;0;5357.13;0;5357.13;0;350868.38;0;350868.38;0;0;1185246.21;0;1185246.21;0;0;0;0;111402.36;0;111402.36;0;0;742349.05;0;0;0;0;0;742349.05;0;0;23310202.44;0
Prefeitura Municipal de Campos Novos - SC;4203600;SC;34386;2122942.51;2122942.51;0;0;0;0;0;0;0;0;0;0;6018065.21;0;5273549.79;321634.28;0;0;296448.20;0;0;0;0;0;126432.94;0;0;0;0;302055.03;0;302055.03;0;0;0;0;0;0;2622674.01;0;0;53938.86;2543757.23;24977.92;0;0;0;0;0;0;19826355.28;12150308.14;7676047.14;0;0;0;0;0;395135.04;0;0;0;395135.04;0;28587952.50;23235962.77;0;0;123255.00;5199693.33;0;29041.40;0;0;649630.98;138966.17;57996.00;452668.81;211269.10;0;0;0;211269.10;6114955.77;4577455.25;1359800.71;177699.81;0;932077.73;0;932077.73;0;6880871.54;0;6880871.54;0;214789.09;7495.00;195126.89;12167.20;0;0;0;18420.00;0;7800.00;0;10620.00;1108894.58;627724.13;0;0;0;0;481170.45;0;0;0;0;0;0;75530.60;75530.60;0;0;0;0;0;63200.01;0;0;0;0;63200.01;0;0;0;0;0;1170371.84;0;1170371.84;0;0;13960778.97;0;13960778.97;0;0;0;0;1799738.66;628952.22;1107326.71;63459.73;0;4555888.89;1236540.14;0;704635.39;0;0;908638.86;0;1706074.50;97631597.34;0
Prefeitura Municipal de Sorriso - MT;5107925;MT;75104;5741520.18;5741520.18;0;0;0;0;0;0;484614.30;484614.30;0;0;16346544.21;0;16141463.83;48800.00;148780.38;0;0;0;7500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8160512.30;182101.70;0;1168732.32;6809678.28;0;3424728.15;0;3424728.15;0;0;0;42206997.93;34585908.10;3401442.99;3421925.74;797721.10;0;0;0;0;0;0;0;0;0;56291810.16;54241542.64;0;601581.36;0;690516.50;53835.56;704334.10;0;0;967269.38;0;967269.38;0;0;0;0;0;0;18053850.29;16259434.20;1794416.09;0;0;0;0;0;0;0;0;0;0;610453.82;60.00;610393.82;0;0;0;0;0;0;0;0;0;1654400.76;1598965.37;55435.39;0;0;0;0;0;0;0;0;0;0;25228.24;25228.24;0;0;0;0;0;810363.09;0;0;0;0;810363.09;0;0;0;0;0;0;0;0;0;0;11188094.00;0;11188094.00;0;0;0;0;1357935.49;0;1357935.49;0;0;1900672.56;0;0;284647.61;0;0;1616024.95;0;0;169224994.86;0
Prefeitura Municipal de Matinhas - PB;2509339;PB;4453;489710.99;489710.99;0;0;0;0;0;0;0;0;0;0;3429941.09;0;3429941.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244722.42;0;0;97092.50;147629.92;0;0;0;0;0;0;0;2752158.18;658924.54;121624.88;0;0;0;0;1971608.76;0;0;0;0;0;0;3208273.15;3203573.15;0;0;0;4700.00;0;0;0;0;339157.10;0;339157.10;0;0;0;0;0;0;17180.88;17180.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10481143.81;0
Prefeitura Municipal de Mazagão - AP;1600402;AP;18739;599782.67;599782.67;0;0;0;0;0;0;0;0;0;0;6366172.09;47860.90;6318311.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;925520.55;35770.60;0;163621.49;726128.46;0;0;0;0;0;0;0;5422091.81;4562810.96;133013.66;0;40869.64;685397.55;0;0;0;0;0;0;0;0;10708078.58;9132269.30;0;0;0;1566547.43;9261.85;0;0;0;462478.30;0;462478.30;0;0;0;0;0;0;1486634.57;0;1486634.57;0;0;0;0;0;0;91357.14;0;91357.14;0;1529303.22;1529303.22;0;0;0;0;0;0;0;0;0;0;125715.85;0;0;0;0;125715.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647754.24;0;0;647754.24;0;0;0;0;0;0;0;0;0;0;28364889.02;0
Prefeitura Municipal de Cruzeiro da Fortaleza - MG;3120706;MG;4103;599213.79;599213.79;0;0;0;0;0;0;0;0;0;0;2700247.70;0;2357294.22;199752.99;98932.00;0;0;0;0;0;0;0;44268.49;0;0;0;0;16954.57;16954.57;0;0;0;0;0;0;0;467739.81;0;42700.00;1356.00;206722.29;216961.52;866075.36;0;866075.36;0;0;0;2677388.41;2283809.75;83298.23;55939.50;43687.53;9761.53;0;200891.87;0;0;0;0;0;0;3357422.70;2857041.40;0;0;0;344471.17;0;0;0;155910.13;34517.98;0;34517.98;0;0;0;0;0;0;934352.73;305362.14;628990.59;0;0;0;0;0;0;41213.64;0;41213.64;0;0;0;0;0;0;0;0;0;0;0;0;0;454138.87;0;0;0;0;0;454138.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552543.17;0;552543.17;0;0;0;0;151678.23;0;151678.23;0;0;523337.79;0;0;523337.79;0;0;0;0;0;13376824.75;933568.54
Prefeitura Municipal de Pelotas - RS;4314407;RS;341180;9273815.23;9273815.23;0;0;0;0;0;0;0;0;0;0;53292192.34;0;51242078.07;0;0;0;0;0;0;1179497.59;0;748926.64;121690.04;0;0;0;0;160010.57;0;160010.57;0;0;0;0;0;0;14034239.33;225653.68;676628.85;2465542.74;1319384.60;9347029.46;40978485.52;0;40978485.52;0;0;0;174744943.41;26174071.96;97602841.76;5545333.18;164830.57;920208.56;0;44337657.38;3410440.00;0;0;0;3410440.00;0;123488174.07;98777576.44;1582812.19;0;0;20010638.09;1222567.86;143508.12;0;1751071.37;4490225.41;1610513.40;2879712.01;0;0;0;0;0;0;18360014.15;2809277.61;15550736.54;0;0;2541687.95;0;2541687.95;0;80297314.69;0;57937708.76;22359605.93;5978.53;5978.53;0;0;0;0;0;0;0;0;0;0;164123.23;0;0;0;0;0;164123.23;0;0;0;0;0;0;0;0;0;0;0;0;0;377173.08;0;0;0;0;377173.08;0;0;0;0;0;0;0;0;0;0;1685247.83;0;1685247.83;0;0;0;0;235957.16;0;0;235957.16;0;30641515.76;0;0;21754544.88;0;0;8886970.88;0;0;558181538.26;28354516.00
Prefeitura Municipal de Olímpia - SP;3533908;SP;52650;2284157.99;758092.09;0;1526065.90;631615.50;631615.50;0;0;0;0;0;0;16906883.04;426730.06;13083897.19;2687145.06;0;0;0;0;0;0;0;0;709110.73;0;0;0;0;692639.55;0;692639.55;0;0;0;0;0;0;6113271.81;0;0;0;6113271.81;0;4195501.38;0;4195501.38;0;0;0;29522250.63;13289866.83;12657814.65;1940299.68;1603985.67;30283.80;0;0;0;0;0;0;0;0;31836903.57;18928703.93;236074.79;0;200000.00;11467543.31;33779.90;13936.82;0;956864.82;2325743.59;2325743.59;0;0;0;0;0;0;0;20304592.76;11490062.98;8304219.38;0;510310.40;0;0;0;0;9640462.53;0;7241717.10;2398745.43;0;0;0;0;0;0;0;0;0;0;0;0;834347.23;0;0;0;0;834347.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40776.17;40776.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603406.84;0;0;603406.84;0;9096344.88;0;0;7733961.77;0;1362383.11;0;0;0;135028897.47;5840343.71
Prefeitura Municipal de Caatiba - BA;2904803;BA;10828;725850.00;725850.00;0;0;0;0;0;0;0;0;0;0;2826841.34;0;2826841.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537516.53;0;0;0;537516.53;0;0;0;0;0;0;0;4430207.70;0;4430207.70;0;0;0;0;0;0;0;0;0;0;0;6911607.27;6911601.27;0;0;0;0;6.00;0;0;0;0;0;0;0;0;0;0;0;0;2081701.33;2081701.33;0;0;0;0;0;0;0;0;0;0;0;486092.34;486092.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;816598.14;0;816598.14;0;0;0;0;690625.45;0;0;690625.45;0;0;0;0;0;0;0;0;0;0;19507040.10;0
Prefeitura Municipal de Buíque - PE;2602803;PE;55268;2109281.00;2109281.00;0;0;802189.14;802189.14;0;0;0;0;0;0;6198755.92;182669.41;4024829.64;939735.54;1051521.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3257544.55;152428.24;0;544555.50;2560560.81;0;3083901.03;2281196.57;802704.46;0;0;0;9057182.91;528298.48;7860732.16;0;45336.00;64550.00;558266.27;0;0;0;0;0;0;0;31138085.02;30727695.19;0;0;0;30688.31;379701.52;0;0;0;266797.61;0;266797.61;0;0;0;0;0;0;6030401.37;4713003.97;1317397.40;0;0;60.00;0;60.00;0;3674034.23;0;3674034.23;0;158202.56;158202.56;0;0;0;0;0;0;0;0;0;0;1228702.74;1048545.28;0;0;0;180157.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1294120.38;0;840347.99;0;0;453772.39;0;0;0;0;0;0;0;0;0;0;84433.81;0;84433.81;0;0;0;0;12798.50;0;12738.50;60.00;0;237233.78;0;0;237233.78;0;0;0;0;0;68633724.55;0
Prefeitura Municipal de Muricilândia - TO;1713957;TO;3356;415349.63;0;0;415349.63;746.72;0;0;746.72;0;0;0;0;1601895.62;0;0;0;0;0;0;0;0;0;0;0;1601895.62;0;0;0;0;0;0;0;0;0;0;0;0;0;750406.15;0;0;0;0;750406.15;60394.59;0;0;0;0;60394.59;1877148.97;0;0;0;0;0;0;1877148.97;0;0;0;0;0;0;2793828.61;0;0;0;0;0;0;0;0;2793828.61;31800.00;0;0;31800.00;29127.85;0;0;0;29127.85;576119.84;0;0;0;576119.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50899.52;0;0;0;0;0;0;0;50899.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18702.00;0;0;18702.00;0;0;0;0;0;80831.40;0;0;0;0;0;80831.40;114618.75;0;0;0;114618.75;101344.43;0;0;0;0;0;0;0;101344.43;8503214.08;0
Prefeitura Municipal de Itararé - SP;3523206;SP;49818;3021877.82;3021877.82;0;0;0;0;0;0;0;0;0;0;11144253.24;257592.29;5573311.76;4789423.36;0;331925.83;0;0;0;0;192000.00;0;0;0;0;0;0;2169152.61;2169152.61;0;0;0;0;0;0;0;4553034.07;393854.97;147000.00;905433.57;3106745.53;0;0;0;0;0;0;0;22991453.44;10404482.62;11135538.06;486096.49;212814.71;752521.56;0;0;0;0;0;0;0;0;32710537.04;22678861.83;9205.85;0;187572.00;8323115.60;0;0;0;1511781.76;382946.32;0;382946.32;0;0;0;0;0;0;7833892.21;106868.69;7727023.52;0;0;566929.53;0;566929.53;0;0;0;0;0;556081.73;556081.73;0;0;0;0;0;0;0;0;0;0;1688722.02;0;0;0;17608.00;0;1671114.02;0;0;0;0;0;0;142076.29;0;0;0;0;0;142076.29;207732.90;0;0;0;0;207732.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685228.78;0;685228.78;0;0;974748.37;0;0;974748.37;0;0;0;0;0;89628666.37;0
Prefeitura Municipal de Cândido Godói - RS;4304309;RS;6654;397471.98;397471.98;0;0;0;0;0;0;0;0;0;0;2867642.56;175985.97;2325760.16;365896.43;0;0;0;0;0;0;0;0;0;0;0;0;0;607.00;0;607.00;0;0;0;0;0;0;409808.80;8495.21;1223.90;97552.56;96162.06;206375.07;784986.49;0;769668.83;0;0;15317.66;3277664.49;3244119.56;0;0;5405.00;28139.93;0;0;0;0;0;0;0;0;3307299.60;2544769.00;101524.56;0;50000.00;497740.11;0;24900.00;0;88365.93;80433.64;0;80433.64;0;0;0;0;0;0;477059.19;318324.32;158734.87;0;0;43594.34;0;43594.34;0;2745.18;0;2745.18;0;1723.50;1723.50;0;0;0;0;0;0;0;0;0;0;1074852.67;431791.86;327558.70;0;0;0;1200.66;0;314301.45;0;0;0;0;0;0;0;0;0;0;0;18806.50;18806.50;0;0;0;0;0;31877.82;0;0;31877.82;110966.56;0;110966.56;0;0;267780.20;0;267780.20;0;0;0;0;58757.49;0;58757.49;0;0;426418.80;0;0;236173.27;0;0;190245.53;0;0;13640496.81;1256671.62
Prefeitura Municipal de Jupiá - SC;4209177;SC;2158;463371.38;463371.38;0;0;0;0;0;0;0;0;0;0;1353107.75;0;613861.35;735696.40;0;0;3550.00;0;0;0;0;0;0;0;0;0;0;28413.91;27903.91;510.00;0;0;0;0;0;0;596943.51;136568.26;0;9539.46;450835.79;0;55571.40;55571.40;0;0;0;0;2231416.50;1760531.49;391091.77;0;23421.09;0;56372.15;0;226617.44;0;0;226617.44;0;0;1602100.78;1430767.00;41739.29;0;3900.00;113094.49;0;12600.00;0;0;46087.86;0;46087.86;0;0;0;0;0;0;138474.82;78846.07;59628.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1276128.16;7791.96;34497.90;0;0;14912.00;1218926.30;0;0;0;0;0;0;0;0;0;0;0;0;0;3081.25;3081.25;0;0;0;0;0;1023.35;0;1023.35;0;77164.24;77164.24;0;0;0;940914.19;0;940914.19;0;0;0;0;131251.22;0;131251.22;0;0;104977.16;0;0;0;0;104977.16;0;0;0;9276644.92;0
Prefeitura Municipal de Presidente Bernardes - SP;3541208;SP;13724;1050406.32;1050406.32;0;0;0;0;0;0;0;0;0;0;4451126.34;2290474.89;1791024.43;181336.95;0;0;0;0;0;188290.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1403760.70;0;0;290441.79;1032869.67;80449.24;0;0;0;0;0;0;9580725.10;9252848.66;0;0;188541.16;139335.28;0;0;4999.98;0;0;0;4999.98;0;9863593.69;7702661.45;22445.90;12983.18;138000.00;1587525.46;0;49041.48;0;350936.22;569652.74;0;569652.74;0;0;0;0;0;0;3796517.69;519690.84;3276826.85;0;0;39456.94;0;39456.94;0;728031.28;0;728031.28;0;0;0;0;0;0;0;0;0;0;0;0;0;574903.17;20460.00;0;0;53641.42;297238.32;203563.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2456970.02;0;2456970.02;0;0;0;0;654469.73;0;654469.73;0;0;780204.80;0;0;780204.80;0;0;0;0;0;35954818.50;0
Prefeitura Municipal de Ouriçangas - BA;2923308;BA;8804;564879.42;564879.42;0;0;8920.25;0;0;8920.25;0;0;0;0;2116080.25;0;1840350.19;0;0;0;0;0;0;226712.04;0;0;49018.02;0;0;0;0;0;0;0;0;0;0;0;0;0;340402.29;8344.00;0;78224.83;253833.46;0;0;0;0;0;0;0;3076604.57;2647265.74;390126.22;0;7741.61;31471.00;0;0;145883.98;0;0;0;145883.98;0;6775641.72;6775641.72;0;0;0;0;0;0;0;0;303194.70;0;303194.70;0;0;0;0;0;0;1507916.51;599435.24;908481.27;0;0;0;0;0;0;0;0;0;0;47550.94;0;47550.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201528.85;0;0;0;0;0;201528.85;0;0;15088603.48;0
Prefeitura Municipal de Juruti - PA;1503903;PA;51483;0;0;0;0;0;0;0;0;0;0;0;0;19900607.01;918535.50;15162167.15;3254437.93;5773.25;0;0;0;0;0;0;554792.68;4900.50;0;0;0;0;1788238.97;1788238.97;0;0;0;0;0;0;0;3177817.31;43396.70;0;468017.11;42876.11;2623527.39;0;0;0;0;0;0;18045906.00;14834858.36;2596507.30;0;611340.59;3199.75;0;0;0;0;0;0;0;0;49741147.75;49741147.75;0;0;0;0;0;0;0;0;2220955.37;0;1235616.00;985339.37;2263.00;0;2263.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667442.89;0;0;0;0;0;667442.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21200.00;0;0;21200.00;0;1771116.08;0;0;0;0;0;0;0;1771116.08;97336694.38;0
Prefeitura Municipal de Maravilhas - MG;3139706;MG;7600;458617.70;458617.70;0;0;0;0;0;0;0;0;0;0;2430513.48;0;720636.41;1403509.01;306368.06;0;0;0;0;0;0;0;0;0;0;0;0;22106.81;22106.81;0;0;0;0;0;0;0;195414.61;4000.00;0;0;191414.61;0;538047.85;0;538047.85;0;0;0;3815560.97;996308.68;2801699.85;0;0;17552.44;0;0;0;0;0;0;0;0;4646485.30;4578558.37;0;0;0;41527.50;0;26399.43;0;0;80603.11;0;77834.32;2768.79;76112.12;0;0;0;76112.12;710510.32;268553.31;441957.01;0;0;0;0;0;0;151146.17;0;151146.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46292.11;0;44477.57;1814.54;134667.06;0;0;0;134667.06;477351.95;0;477351.95;0;0;0;0;24011.24;0;24011.24;0;0;395173.17;0;0;395173.17;0;0;0;0;0;14202613.97;0
Prefeitura Municipal de Estrela do Sul - MG;3124807;MG;7804;0;0;0;0;0;0;0;0;0;0;0;0;0;16682897.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prefeitura Municipal de Boituva - SP;3507001;SP;53431;0;0;0;0;946921.57;946921.57;0;0;0;0;0;0;13881919.86;761457.24;8767466.12;4352996.50;0;0;0;0;0;0;0;0;0;0;0;0;0;9011265.31;0;9011265.31;0;0;0;0;0;0;5275827.47;0;0;200704.81;5075122.66;0;0;0;0;0;0;0;32172156.98;26058629.47;0;0;1053370.29;0;5060157.22;0;0;0;0;0;0;0;51062377.01;38650802.35;2740750.59;216000.00;0;9454824.07;0;0;0;0;2344748.63;0;2344748.63;0;0;0;0;0;0;4073269.35;0;4073269.35;0;0;0;0;0;0;0;0;0;0;10320105.11;10320105.11;0;0;0;0;0;0;0;0;0;0;750113.23;0;0;0;0;0;750113.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3142008.92;0;3142008.92;0;0;0;0;3123725.32;0;3123725.32;0;0;3991451.55;0;0;0;0;0;3991451.55;0;0;140095890.31;0
Prefeitura Municipal de Paverama - RS;4314159;RS;8382;517726.65;517726.65;0;0;0;0;0;0;0;0;0;0;1115016.39;0;1115016.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12537.44;12537.44;0;0;0;0;0;0;0;348810.02;28035.70;4809.70;65795.13;250169.49;0;1208507.54;0;1208507.54;0;0;0;3780829.11;2609575.43;1142289.68;0;26950.00;2014.00;0;0;0;0;0;0;0;0;3708274.74;2638647.50;0;0;0;1011603.75;0;58023.49;0;0;15024.68;0;15024.68;0;0;0;0;0;0;188567.29;188567.29;0;0;0;0;0;0;0;324708.03;0;324708.03;0;227855.66;227855.66;0;0;0;0;0;0;0;0;0;0;1049959.55;965924.95;84034.60;0;0;0;0;0;0;0;0;0;0;1625.05;1625.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1920486.55;0;1920486.55;0;0;0;0;21101.43;0;12488.57;8612.86;0;705230.77;0;0;705230.77;0;0;0;0;0;15146260.90;0
