##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.754 - Biocombustíveis";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Matinhos - PR;4115705;PR;32148;0;0;0;0;743244.21;743244.21;0;0;0;0;0;0;7177717.28;171141.23;3416165.32;2840798.53;169072.43;0;0;0;0;0;0;580539.77;0;0;0;0;0;3901397.87;0;3901397.87;0;0;0;0;0;0;5137127.55;26108.45;15462.46;211233.20;4884323.44;0;0;0;0;0;0;0;21864559.49;21209092.96;531186.94;0;124279.59;0;0;0;0;0;0;0;0;0;25777094.06;15557689.06;0;0;72539.81;8467674.62;201180.78;156000.00;0;1322009.79;55740.99;55740.99;0;0;0;0;0;0;0;20611546.61;20611546.61;0;0;0;0;0;0;0;779000.00;0;0;779000.00;8789589.96;705557.65;1551862.21;0;0;0;6532170.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2293617.19;1177500.00;0;0;0;0;1116117.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717824.77;0;717824.77;0;0;1752357.85;1000241.23;0;0;0;0;752116.62;0;0;99600817.83;4445131.56
Prefeitura Municipal de Marabá - PA;1504208;PA;257062;0;0;0;0;0;0;0;0;0;0;0;0;50238104.93;1258330.34;29338024.02;2729407.89;1022799.48;0;0;0;1787350.03;4847494.88;0;6237721.07;3016977.22;0;0;0;0;10235480.37;4594550.96;0;0;5640929.41;0;0;0;0;10076331.11;6000.00;0;1206973.24;3531069.82;5332288.05;17054156.68;0;15228530.57;0;0;1825626.11;151337382.83;39125628.08;77107705.48;2487749.54;1665620.22;5207904.94;0;25742774.57;765835.10;0;0;0;0;765835.10;245827914.76;190370135.51;0;0;0;29853928.73;2388755.76;65000.00;13305.67;23136789.09;8850951.48;0;6043537.56;2807413.92;1482255.01;0;0;0;1482255.01;125615424.19;26391816.23;22581725.78;0;76641882.18;4921326.41;0;11505.00;4909821.41;0;0;0;0;2386236.91;0;0;0;0;0;2386236.91;0;0;0;0;0;3461725.24;0;70603.90;0;38012.78;0;3353108.56;0;0;0;0;711565.68;0;0;0;0;0;711565.68;146273.68;0;0;0;0;146273.68;0;0;0;0;0;10607265.10;0;10607265.10;0;0;0;36254933.88;0;0;0;0;0;36254933.88;2637874.02;0;166000.00;15980.00;2455894.02;11703089.39;0;0;6950888.89;0;0;3707161.12;0;1045039.38;694314126.77;24442985.47
Prefeitura Municipal de Caucaia - CE;2303709;CE;349526;11883763.61;11883763.61;0;0;0;0;0;0;0;0;0;0;73442401.06;0;72504286.95;0;0;0;0;82262.85;0;69960.54;0;738841.22;47049.50;0;0;0;0;0;0;0;0;0;0;0;0;0;12175724.62;0;48664.00;99927.06;5792218.43;6234915.13;23036411.78;0;20537215.99;0;0;2499195.79;103794267.64;37009684.29;49519048.25;1331065.46;364241.25;5623987.81;0;9946240.58;148445.58;0;0;27443.93;121001.65;0;220415553.14;3697094.87;2007032.00;0;0;0;0;63833.96;183819513.40;30828078.91;7646.00;0;7646.00;0;50879.83;0;50879.83;0;0;86331244.80;51996844.55;32209575.98;0;2124824.27;0;0;0;0;186602.75;0;186602.75;0;964387.27;0;0;0;0;0;964387.27;624896.45;0;0;650.07;624246.38;438357.01;124484.51;0;0;0;0;313872.50;0;0;0;0;0;0;0;0;0;0;0;6840.22;0;0;0;0;6840.22;0;716073.64;0;0;716073.64;17413355.55;0;17413355.55;0;0;0;1504061.71;0;1504061.71;0;0;0;0;821655.25;0;815455.25;6200.00;0;11268087.16;8196978.93;0;0;0;0;3071108.23;0;0;565230655.07;18059489.94
Prefeitura Municipal de Nova Lima - MG;3144805;MG;88672;29008628.30;29008628.30;0;0;0;0;0;0;9095902.86;6414213.51;0;2681689.35;101509272.73;0;84810950.38;6672201.87;0;0;753076.74;0;0;2724282.64;0;2564882.43;3983878.67;0;0;0;0;16983175.97;10983069.59;6000106.38;0;0;0;0;0;0;22806352.43;4839.40;0;958400.50;21843112.53;0;15832614.00;12377740.36;3454873.64;0;0;0;122413976.22;56113732.95;58684516.90;3017124.57;1658323.51;2940278.29;0;0;8924495.23;6342339.66;0;478260.22;2103895.35;0;128033951.77;120787015.99;250500.00;900000.00;0;4255677.55;0;0;0;1840758.23;7030115.00;272843.73;3563233.34;3194037.93;0;0;0;0;0;34183199.44;1758818.95;32424380.49;0;0;3127610.91;0;3127610.91;0;5882137.07;0;2915548.58;2966588.49;7283262.42;7197544.56;75502.52;0;0;0;10215.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1071400.20;1071400.20;0;0;0;0;0;1658877.60;0;0;0;0;1107131.22;551746.38;0;0;0;0;0;0;0;0;0;0;4716837.15;0;4716837.15;0;0;0;0;4176703.74;1300000.00;1187292.67;712476.01;976935.06;19734023.29;19734023.29;0;0;0;0;0;0;0;543472536.33;0
Prefeitura Municipal de Água Branca - AL;2700102;AL;20601;1228177.88;1228177.88;0;0;0;0;0;0;0;0;0;0;3588026.35;0;3194250.05;393776.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833615.19;166296.93;0;125557.53;277623.77;264136.96;0;0;0;0;0;0;6303913.42;2523874.85;701761.12;147008.17;492.00;339683.63;0;2591093.65;0;0;0;0;0;0;19074994.44;18100057.30;0;0;0;41716.25;314575.39;0;0;618645.50;1005980.16;0;800681.32;205298.84;0;0;0;0;0;3665363.41;384210.71;0;0;3281152.70;0;0;0;0;0;0;0;0;15.60;0;0;15.60;0;0;0;0;0;0;0;0;871185.17;0;0;0;0;0;871185.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35253.24;0;35253.24;0;0;714300.53;0;0;714300.53;0;0;0;0;0;37320825.39;0
Prefeitura Municipal de Aracati - CE;2301109;CE;72248;4565643.99;4565643.99;0;0;0;0;0;0;0;0;0;0;23685679.47;0;18602049.34;3427203.82;0;0;0;0;0;0;0;0;1656426.31;0;0;0;0;0;0;0;0;0;0;0;0;0;7000871.73;3640.00;0;77529.74;2498382.88;4421319.11;10202611.89;0;10202611.89;0;0;0;40836646.23;8105007.76;21962850.20;341932.94;85678.88;1167532.44;0;9173644.01;34000.00;0;0;0;34000.00;0;50144816.01;43710972.07;1310543.03;0;0;975399.16;1125.00;0;30744.80;4116031.95;613313.89;107188.84;498625.05;7500.00;0;0;0;0;0;8557463.89;1670208.29;6887255.60;0;0;37900.00;0;0;37900.00;149320.00;0;0;149320.00;52574.42;0;0;0;0;0;52574.42;0;0;0;0;0;334286.22;0;63569.00;0;270717.22;0;0;0;0;0;0;0;0;0;0;0;0;0;2308592.21;0;0;0;0;2308592.21;0;0;0;0;0;0;0;0;0;0;0;6960.51;0;6960.51;0;0;0;0;752219.38;56800.00;240048.44;455370.94;0;3831562.48;0;0;1565264.94;0;807094.62;1459202.92;0;0;153114462.32;4794330.97
Prefeitura Municipal de Salvaterra - PA;1506302;PA;21987;952888.05;952888.05;0;0;0;0;0;0;0;0;0;0;4257291.27;0;4257291.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1551756.92;0;8282.63;173596.19;363599.92;1006278.18;0;0;0;0;0;0;7410095.85;2451503.12;1714807.94;208038.35;107354.31;268354.61;0;2660037.52;0;0;0;0;0;0;22867730.66;11472179.00;275848.08;0;0;4945309.51;0;0;1698176.26;4476217.81;827403.27;621747.85;10159.77;195495.65;0;0;0;0;0;2559326.86;412409.51;345972.79;0;1800944.56;0;0;0;0;2196006.27;0;2182106.27;13900.00;111943.10;0;0;0;0;0;111943.10;0;0;0;0;0;139299.03;48036.22;0;0;0;0;91262.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188233.81;0;188233.81;0;0;0;0;0;0;0;0;0;0;580293.54;0;0;580293.54;0;1434458.84;344063.86;0;0;0;0;1090394.98;0;0;45076727.47;0
Prefeitura Municipal de Governador Celso Ramos - SC;4206009;SC;13801;1364744.97;1364744.97;0;0;0;0;0;0;0;0;0;0;6776605.94;1112416.53;4285410.09;1378779.32;0;0;0;0;0;0;0;0;0;0;0;0;0;294837.29;68895.20;225942.09;0;0;0;0;0;0;1054776.68;59249.94;0;135968.51;859558.23;0;0;0;0;0;0;0;8596932.89;8347232.73;0;0;127909.35;121790.81;0;0;0;0;0;0;0;0;13353524.53;10062188.20;0;0;133945.09;2692416.45;838.62;0;0;464136.17;0;0;0;0;90440.00;0;0;0;90440.00;8648367.36;3671181.36;4887445.87;89740.13;0;41591.60;0;41591.60;0;3482812.31;0;2187659.26;1295153.05;0;0;0;0;0;0;0;0;0;0;0;0;459471.34;0;0;0;0;0;459471.34;0;0;0;0;0;0;0;0;0;0;0;679055.12;0;0;0;0;679055.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171376.00;0;171376.00;0;0;889126.68;0;0;342946.06;0;546180.62;0;0;0;45903662.71;0
Prefeitura Municipal de Capitão Poço - PA;1502301;PA;52616;1971847.87;1971847.87;0;0;0;0;0;0;0;0;0;0;5565383.51;0;5551583.51;0;0;0;0;0;13800.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2105813.60;0;0;424150.74;1681662.86;0;0;0;0;0;0;0;14654357.12;8585354.57;4823399.39;563153.63;115066.08;534617.52;0;32765.93;0;0;0;0;0;0;34023729.12;29536749.59;0;692.10;0;3384885.53;1101401.90;0;0;0;714747.85;0;7587.59;707160.26;0;0;0;0;0;5228966.62;2360027.16;2868939.46;0;0;0;0;0;0;527148.47;264730.28;262418.19;0;242353.86;0;242353.86;0;0;0;0;0;0;0;0;0;315839.54;3193.00;3888.05;0;0;0;308758.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2249355.28;0;763735.44;0;0;0;1485619.84;17642.11;0;17642.11;0;0;539699.24;0;0;180580.55;0;0;359118.69;0;0;68156884.19;0
Prefeitura Municipal de Belém - PA;1501402;PA;1432844;69505582.77;68899739.79;0;605842.98;0;0;0;0;16857000.01;0;0;16857000.01;135266458.49;5147614.82;86933375.52;27484360.65;856969.40;0;8960000.00;0;960.00;5883178.10;0;0;0;0;0;0;0;100373265.73;0;24843.30;0;100348422.43;0;0;0;0;75687403.58;0;0;2032933.52;18233337.37;55421132.69;16131626.38;0;0;0;0;16131626.38;980879102.91;5384547.26;589503466.87;12915051.12;27673270.38;130991790.68;0;214410976.60;24071103.92;0;0;0;1581954.24;22489149.68;462708456.51;328807876.96;0;0;0;58207098.53;4721490.30;6200.00;0;70965790.72;18890267.13;40516.40;12217162.59;6632588.14;0;0;0;0;0;121380742.51;41812370.98;58065013.53;0;21503358.00;13490649.97;0;9627109.58;3863540.39;292567072.68;0;647954.28;291919118.40;17062112.15;2769490.73;277986.43;0;0;0;14014634.99;21171190.93;0;0;0;21171190.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1739864.40;7348.78;0;0;0;1732515.62;0;21877844.78;0;0;21877844.78;0;0;0;0;0;0;106379890.84;0;0;0;739609.60;0;105640281.24;9157075.27;0;1127405.92;3765968.20;4263701.15;305134711.95;0;0;48486085.94;17286475.13;0;217408490.77;0;21953660.11;2810331422.91;0
Prefeitura Municipal de Poção de Pedras - MA;2108900;MA;18191;0;0;0;0;45400.00;0;0;45400.00;0;0;0;0;3257760.87;0;2853186.01;373959.86;0;0;30615.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1369142.47;642.10;0;650822.21;598186.97;119491.19;0;0;0;0;0;0;8960982.39;4257484.29;3576742.55;0;0;323942.87;0;802812.68;255732.54;255732.54;0;0;0;0;19823434.43;18409671.01;0;0;0;178218.57;453975.26;0;0;781569.59;370555.51;0;326648.51;43907.00;0;0;0;0;0;3005361.44;424097.00;1140083.50;0;1441180.94;24000.00;0;0;24000.00;0;0;0;0;24000.00;0;0;0;0;0;24000.00;0;0;0;0;0;131195.86;0;0;0;0;0;131195.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381141.44;0;381141.44;0;0;0;66099.60;0;66099.60;0;0;0;0;414025.04;0;0;373075.04;40950.00;0;0;0;0;0;0;0;0;0;38128831.59;0
Prefeitura Municipal de Mombuca - SP;3530904;SP;3426;699010.18;699010.18;0;0;0;0;0;0;0;0;0;0;2456153.16;0;1674537.07;781616.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1146927.57;13933.20;0;560325.75;572668.62;0;0;0;0;0;0;0;3305153.41;3289417.71;0;0;3478.80;12256.90;0;0;0;0;0;0;0;0;5650382.75;2997285.85;493720.50;0;62844.40;2096532.00;0;0;0;0;313530.84;0;313530.84;0;0;0;0;0;0;2814921.65;0;2814921.65;0;0;347450.00;0;347450.00;0;0;0;0;0;136702.32;136702.32;0;0;0;0;0;0;0;0;0;0;130804.85;0;0;0;0;0;130804.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;677545.65;0;677545.65;0;0;0;0;580888.28;0;580888.28;0;0;236062.25;0;0;90085.64;0;0;145976.61;0;0;18495532.91;0
Prefeitura Municipal de Sabáudia - PR;4122701;PR;6524;0;0;0;0;0;0;0;0;0;0;0;0;4918768.41;59648.71;4429297.01;0;137951.32;0;0;0;0;0;0;0;291871.37;0;0;0;0;0;0;0;0;0;0;0;0;0;892189.60;65207.38;3527.52;167446.82;445337.94;210669.94;0;0;0;0;0;0;4705343.35;4186701.34;0;0;37474.40;13002.13;0;468165.48;101229.05;0;0;101229.05;0;0;6154810.50;3585215.24;8580.20;0;0;1750251.73;33236.26;6205.34;0;771321.73;272211.23;0;0;272211.23;0;0;0;0;0;2128254.54;680544.43;1447710.11;0;0;49.00;0;49.00;0;0;0;0;0;123304.90;328.01;122976.89;0;0;0;0;0;0;0;0;0;147848.22;0;147848.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4795.00;0;4795.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233140.91;0;233140.91;0;0;0;0;256222.02;0;256222.02;0;0;0;0;0;0;0;0;0;0;0;19938166.73;0
Prefeitura Municipal de Videira - SC;4219309;SC;50349;1017739.34;1017739.34;0;0;0;0;0;0;0;0;0;0;9985967.57;0;6784011.14;1688525.01;132160.67;1000544.30;0;0;0;0;0;380726.45;0;0;0;0;0;1098847.30;675525.98;423321.32;0;0;0;0;0;0;3327822.76;80000.00;81535.26;1411413.88;1705474.30;49399.32;9891407.49;0;9891407.49;0;0;0;21980972.65;12237274.19;8671269.67;0;521004.51;551424.28;0;0;0;0;0;0;0;0;37631031.74;16336798.60;14442.40;0;930658.69;16715455.00;0;0;0;3633677.05;3296751.68;40813.16;1979717.43;1276221.09;0;0;0;0;0;20853375.60;9856629.53;10996746.07;0;0;0;0;0;0;58530.88;0;58530.88;0;334840.78;334840.78;0;0;0;0;0;0;0;0;0;0;3356097.12;0;3356097.12;0;0;0;0;0;0;0;0;221072.63;0;0;0;0;0;221072.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415764.78;0;0;0;0;0;415764.78;1647577.09;0;1647577.09;0;0;12145739.70;0;0;0;0;359913.22;11785826.48;0;0;127263539.11;6622291.64
Prefeitura Municipal de Alvarenga - MG;3102209;MG;4343;640288.91;640288.91;0;0;0;0;0;0;0;0;0;0;2308412.55;0;2260900.43;0;47512.12;0;0;0;0;0;0;0;0;0;0;0;0;38045.25;38045.25;0;0;0;0;0;0;0;240390.33;19867.35;0;62048.74;0;158474.24;639491.93;0;633591.93;0;0;5900.00;2982258.29;2454736.19;0;0;9502.00;61880.00;0;456140.10;0;0;0;0;0;0;2352470.53;1623945.69;0;0;0;30543.67;0;0;0;697981.17;388800.36;0;0;388800.36;0;0;0;0;0;570074.00;37219.68;532854.32;0;0;0;0;0;0;100564.68;14785.20;85779.48;0;42285.22;42285.22;0;0;0;0;0;0;0;0;0;0;155389.42;0;71441.02;0;0;0;83948.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480565.78;0;480565.78;0;0;0;0;217567.54;0;217567.54;0;0;291429.17;0;0;291429.17;0;0;0;0;0;11448033.96;0
Prefeitura Municipal de Poá - SP;3539806;SP;112917;0;0;0;0;0;0;0;0;2144023.41;0;0;2144023.41;23731146.26;0;20464716.41;0;0;0;0;0;0;0;0;3266429.85;0;0;0;0;0;11660896.42;8585918.24;0;0;3074978.18;0;0;0;0;19356665.56;444944.89;276054.12;4000093.66;14635572.89;0;0;0;0;0;0;0;85490756.32;34450735.23;46084920.96;2642219.65;2312880.48;0;0;0;0;0;0;0;0;0;149191293.94;123122409.50;0;0;0;15303809.54;14487.10;38622.70;0;10711965.10;10468894.51;0;10468894.51;0;0;0;0;0;0;61457367.48;50216060.82;7735173.59;0;3506133.07;1584880.87;0;1584880.87;0;574882.58;0;574882.58;0;18009428.58;18009428.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7068624.51;3622558.71;0;0;0;3424411.06;21654.74;0;0;0;0;0;0;0;0;0;0;9239349.97;0;7655222.87;0;0;0;1584127.10;5604059.83;0;5547206.30;0;56853.53;0;0;0;0;0;0;0;0;0;405582270.24;0
Prefeitura Municipal de Novo Triunfo - BA;2923050;BA;15969;702128.14;702128.14;0;0;0;0;0;0;0;0;0;0;1003277.41;0;1003277.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160987.17;0;0;0;0;160987.17;210917.16;0;0;0;0;210917.16;5241622.76;0;0;0;0;0;0;5241622.76;0;0;0;0;0;0;9036697.95;0;0;0;0;0;0;0;0;9036697.95;599545.80;599545.80;0;0;0;0;0;0;0;1920281.83;0;1920281.83;0;0;0;0;0;0;365898.47;0;365898.47;0;0;0;0;0;0;0;0;0;0;0;0;0;131565.48;0;0;0;0;0;131565.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375841.83;0;375841.83;0;0;0;823765.26;0;823765.26;0;0;0;0;529294.31;0;0;0;529294.31;0;0;0;0;0;0;0;0;0;21101823.57;0
Prefeitura Municipal de Salmourão - SP;3545100;SP;5116;778450.16;778450.16;0;0;0;0;0;0;0;0;0;0;1794226.03;0;1411780.39;382445.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;679162.98;12000.00;0;71396.03;595766.95;0;0;0;0;0;0;0;3378650.08;3378650.08;0;0;0;0;0;0;0;0;0;0;0;0;3999881.87;2590333.52;0;0;28603.45;1087372.51;0;0;0;293572.39;104528.09;0;104528.09;0;0;0;0;0;0;2545218.09;358199.36;2187018.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201579.08;0;201579.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45854.52;0;45854.52;0;0;0;0;0;0;0;0;0;0;0;13527550.90;0
Prefeitura Municipal de São Pedro do Suaçuí - MG;3164100;MG;5584;546850.68;274520.00;0;272330.68;0;0;0;0;140884.22;0;140884.22;0;1243077.99;0;930156.03;246806.76;66115.20;0;0;0;0;0;0;0;0;52.50;0;0;0;35198.50;35198.50;0;0;0;0;0;0;0;934049.00;0;0;59953.03;854975.97;19120.00;492299.47;0;492299.47;0;0;0;3358846.98;1406034.93;317532.25;114271.97;35985.23;85298.96;0;1399723.64;0;0;0;0;0;0;3153814.40;2230850.56;0;0;0;196075.89;2919.50;0;0;723968.45;162587.64;0;162587.64;0;0;0;0;0;0;934194.91;169430.01;273472.56;0;491292.34;0;0;0;0;26958.15;0;26958.15;0;66456.00;0;66456.00;0;0;0;0;0;0;0;0;0;437408.28;0;52934.04;0;0;0;384474.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13324.60;0;13324.60;0;17129.42;0;17129.42;0;0;0;387560.01;0;373912.97;0;0;0;13647.04;66973.77;0;66973.77;0;0;290756.36;198655.79;0;0;0;0;92100.57;0;0;12308422.88;0
Prefeitura Municipal de São João do Polêsine - RS;4318432;RS;2654;594087.22;594087.22;0;0;0;0;0;0;0;0;0;0;1942211.12;0;1436817.90;505327.52;0;65.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426023.38;2593.26;0;82966.13;179148.83;161315.16;222068.22;0;222068.22;0;0;0;3133400.16;3048200.73;0;0;3912.13;71586.46;0;9700.84;0;0;0;0;0;0;2219944.92;1279417.30;51208.63;0;34774.51;758697.68;0;0;0;95846.80;209237.30;0;209237.30;0;0;0;0;0;0;802964.21;8383.00;794581.21;0;0;892.50;892.50;0;0;80344.80;47339.00;33005.80;0;327.89;327.89;0;0;0;0;0;0;0;0;0;0;543375.06;55131.08;212523.28;0;0;0;275720.70;0;0;0;0;0;0;0;0;0;0;0;61318.96;0;0;0;0;61318.96;0;631.77;0;631.77;0;3371.41;0;3371.41;0;0;0;815162.40;0;392853.14;0;0;0;422309.26;54373.27;0;48966.82;5406.45;0;58910.15;0;0;58910.15;0;0;0;0;0;11168644.74;0
Prefeitura Municipal de Pedrinhas - SE;2805109;SE;9374;671699.00;671699.00;0;0;176430.95;176430.95;0;0;0;0;0;0;5255501.99;0;5180105.33;0;75396.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758338.70;0;0;115745.36;642593.34;0;0;0;0;0;0;0;1504859.51;1267982.74;93050.87;0;0;143825.90;0;0;0;0;0;0;0;0;10216577.68;9671665.13;0;0;0;379001.36;0;0;165911.19;0;0;0;0;0;0;0;0;0;0;283280.70;8000.00;275280.70;0;0;0;0;0;0;0;0;0;0;13860.00;13860.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14500.00;0;14500.00;0;0;0;0;411246.31;0;411246.31;0;0;98674.95;0;0;98674.95;0;0;0;0;0;19404969.79;0
