##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Brusque - SC;4202909;SC;119719;4201924.69;4195269.74;6654.95;0;2117774.51;0;2117774.51;0;0;0;0;0;45146492.88;1701271.91;38546233.22;0;0;0;321289.86;0;0;1927477.48;0;2650220.41;0;0;0;0;0;3285775.94;1028893.20;2256882.74;0;0;0;0;0;5714713.90;0;0;487114.78;5227599.12;0;11681411.24;0;11681411.24;0;0;0;62748724.57;24295815.45;33194647.67;0;1452919.93;1431665.15;2373676.37;0;0;0;0;0;0;0;57340462.22;32976104.63;2000.00;0;1360946.65;23001410.94;0;0;0;0;469791.43;0;469791.43;0;300493.88;0;300493.88;0;0;51840812.66;32137618.09;19703194.57;0;0;47104.80;0;47104.80;0;15067867.19;0;15067867.19;0;1741490.93;1741490.93;0;0;0;0;0;0;0;0;0;0;619595.30;0;505242.66;0;0;0;114352.64;0;0;0;0;0;0;0;0;0;0;0;4248047.50;0;0;0;0;4248047.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2734111.66;0;2734111.66;0;0;10785862.39;0;0;8450818.25;0;0;2335044.14;0;0;280092457.69;8171967.08
Prefeitura Municipal de Lagoa de São Francisco - PI;2205573;PI;6590;396785.13;396785.13;0;0;0;0;0;0;0;0;0;0;2354416.99;0;1712632.71;56722.14;168870.00;0;0;0;0;0;0;89400.00;326792.14;0;0;0;0;0;0;0;0;0;0;0;0;460604.98;0;0;13725.45;446879.53;0;60887.96;0;60887.96;0;0;0;2590796.59;42613.23;2023699.42;470605.49;0;53878.45;0;0;0;0;0;0;0;0;5924993.81;5909683.81;0;0;0;15310.00;0;0;0;0;53600.00;0;53600.00;0;4884.00;0;0;0;4884.00;106531.91;0;106531.91;0;0;0;0;0;0;112640.97;42763.37;0;69877.60;0;0;0;0;0;0;0;0;0;0;0;0;6976.00;700.00;0;0;6276.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101742.14;2500.00;99242.14;0;0;90779.81;0;79836.81;0;0;0;10943.00;290770.31;0;13776.00;276994.31;0;134266.91;0;0;71929.98;0;0;0;0;62336.93;12690677.51;23903.60
Prefeitura Municipal de Xavantina - SC;4219606;SC;4095;488727.63;488727.63;0;0;0;0;0;0;0;0;0;0;1724592.96;0;1724592.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396802.09;129562.90;0;167277.65;99961.54;0;0;0;0;0;0;0;4327744.56;3435183.26;864843.67;0;27717.63;0;0;0;0;0;0;0;0;0;3097038.34;2446797.21;110091.00;0;139305.00;398931.15;1913.98;0;0;0;23475.61;0;23475.61;0;0;0;0;0;0;524847.57;87052.53;437795.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1933484.37;0;1933484.37;0;0;0;0;0;0;0;0;29286.81;29286.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4359002.56;0;4359002.56;0;0;0;0;242675.76;0;166029.37;76646.39;0;407719.37;0;0;112833.75;0;0;294885.62;0;0;17555397.63;0
Prefeitura Municipal de Jandira - SP;3525003;SP;117457;7681652.21;7681652.21;0;0;46900.00;0;0;46900.00;2519241.43;0;281792.61;2237448.82;15571467.41;0;10095963.97;2725965.26;0;0;0;0;0;2749538.18;0;0;0;0;0;0;0;9484762.70;0;351891.36;0;9132871.34;0;0;0;7899592.63;84008.67;24.60;599056.76;7216502.60;0;7701394.73;0;6691528.16;0;0;1009866.57;54315574.05;32499458.23;18464339.58;989324.65;978062.14;1384389.45;0;0;0;0;0;0;0;0;61020926.12;53087942.24;898634.09;272563.31;320490.09;6307408.32;21888.07;112000.00;0;0;1686767.72;0;1686767.72;0;498524.67;0;498524.67;0;0;26473824.03;9404713.28;17069110.75;0;0;1444719.17;0;1444719.17;0;0;0;0;0;1458304.77;1458304.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400370.42;0;0;0;0;0;400370.42;2018360.34;0;0;2018360.34;0;0;0;0;0;0;0;0;0;0;0;0;3150455.97;0;3150455.97;0;0;5092509.60;0;0;1662652.26;0;0;3429857.34;0;0;208465347.97;17503208.66
Prefeitura Municipal de Ibitiúra de Minas - MG;3129905;MG;3512;512406.59;512406.59;0;0;0;0;0;0;0;0;0;0;1604343.94;0;1136488.70;96355.45;290694.95;0;0;0;0;80804.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537647.29;60000.00;0;59845.51;417801.78;0;153041.22;153041.22;0;0;0;0;3479681.27;3316861.43;0;0;2784.77;53793.21;106241.86;0;0;0;0;0;0;0;2737646.91;2289270.05;0;0;22176.00;402200.86;0;24000.00;0;0;0;0;0;0;0;0;0;0;0;403130.68;0;403130.68;0;0;0;0;0;0;7650.36;0;7650.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96037.33;0;0;0;0;96037.33;0;15941.94;0;15941.94;0;102132.31;0;102132.31;0;0;839169.20;0;839169.20;0;0;0;0;104604.07;0;104604.07;0;0;0;0;0;0;0;0;0;0;0;10593433.11;0
Prefeitura Municipal de Vespasiano Correa - RS;4322855;RS;1986;361127.95;361127.95;0;0;0;0;0;0;0;0;0;0;1269490.12;0;1269490.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358779.26;10434.80;7231.32;63411.74;277701.40;0;0;0;0;0;0;0;2872823.72;2869360.42;0;0;0;3463.30;0;0;0;0;0;0;0;0;1597923.61;796581.42;91700.29;0;27901.73;525933.39;0;0;0;155806.78;103570.62;0;103570.62;0;0;0;0;0;0;226594.49;0;222354.49;0;4240.00;0;0;0;0;21105.01;0;21105.01;0;0;0;0;0;0;0;0;0;0;0;0;0;1497115.67;231507.88;273156.56;724075.23;0;0;268376.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1963559.29;0;1963559.29;0;0;0;0;30442.18;0;30442.18;0;0;779.69;0;0;0;0;0;779.69;0;0;10303311.61;0
Prefeitura Municipal de Porto Vitória - PR;4120309;PR;4141;0;0;0;0;0;0;0;0;0;0;0;0;2797267.85;0;2797267.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;902940.76;0;0;98807.22;804133.54;0;550856.25;550856.25;0;0;0;0;3815127.58;3815127.58;0;0;0;0;0;0;0;0;0;0;0;0;3058171.34;2910621.23;0;0;0;133535.15;0;14014.96;0;0;0;0;0;0;0;0;0;0;0;754320.84;238766.58;515554.26;0;0;59874.38;0;59874.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412248.78;0;412248.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19398.33;0;0;0;0;10566.26;8832.07;0;0;0;0;43338.48;0;43338.48;0;0;805184.53;0;805184.53;0;0;0;0;33964.29;0;33964.29;0;0;138474.69;0;0;0;0;0;138174.69;0;300.00;13391168.10;0
Prefeitura Municipal de Monte Belo do Sul - RS;4312385;RS;2712;366129.07;366129.07;0;0;0;0;0;0;0;0;0;0;1425989.72;0;874978.52;433555.23;45404.96;0;0;0;0;0;0;0;72051.01;0;0;0;0;97.24;0;97.24;0;0;0;0;0;253978.63;0;0;54615.14;1761.90;197601.59;0;0;0;0;0;0;2727295.08;2544131.84;0;131499.57;38086.01;8679.86;0;4897.80;0;0;0;0;0;0;3365267.97;2507341.60;150490.70;0;129112.96;451023.13;0;0;0;127299.58;276599.34;0;276599.34;0;0;0;0;0;0;142032.60;142032.60;0;0;0;0;0;0;0;566424.65;296844.05;269580.60;0;41464.22;0;41464.22;0;0;0;0;0;0;0;0;0;205167.57;0;205167.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8323.75;0;0;0;0;8323.75;0;0;0;0;0;0;0;0;0;0;1364061.70;0;1364061.70;0;0;0;0;64701.76;0;64701.76;0;0;1129223.08;0;0;0;0;0;1129223.08;0;0;11936756.38;0
Prefeitura Municipal de Eldorado do Sul - RS;4306767;RS;37366;4126605.48;4126605.48;0;0;0;0;0;0;0;0;0;0;21678025.67;0;21671459.04;0;0;0;0;0;0;6566.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130166.30;337673.92;0;246406.29;546086.09;0;0;0;0;0;0;0;17656424.11;17155182.13;26894.07;438557.90;13374.56;22415.45;0;0;0;0;0;0;0;0;31369906.23;26142575.59;30000.00;0;0;4261990.88;0;272117.93;0;663221.83;265440.44;0;265440.44;0;0;0;0;0;0;11146041.98;7401043.15;2938570.06;0;806428.77;0;0;0;0;287436.70;0;287436.70;0;112844.30;0;112844.30;0;0;0;0;0;0;0;0;0;261597.14;0;0;0;0;0;261597.14;0;0;0;0;338280.00;338280.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206538.92;0;206538.92;0;0;0;0;79111.00;0;79111.00;0;0;2041473.52;0;0;842779.02;0;0;1081871.62;0;116822.88;90699891.79;0
Prefeitura Municipal de São João Batista - MA;2111003;MA;20195;0;0;0;0;110184.18;110184.18;0;0;0;0;0;0;5111369.80;0;4094425.37;145660.07;0;1928.00;0;0;0;0;0;0;869356.36;0;0;0;0;0;0;0;0;0;0;0;0;1544605.50;0;0;262666.68;32483.42;1249455.40;0;0;0;0;0;0;8779434.12;2894031.86;151531.31;0;78768.00;121335.76;0;5533767.19;0;0;0;0;0;0;18796489.68;16965890.94;0;0;0;457226.45;0;0;28387.66;1344984.63;37300.00;0;21000.00;16300.00;0;0;0;0;0;3028973.95;1941223.63;713149.33;0;374600.99;0;0;0;0;81551.25;81551.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135686.35;0;0;0;0;0;135686.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58131.83;0;8248.00;49883.83;0;137673.94;0;0;0;0;0;137673.94;0;0;37821400.60;0
Prefeitura Municipal de Colinas do Sul - GO;5205521;GO;3563;641324.96;641324.96;0;0;9000.00;9000.00;0;0;0;0;0;0;3441221.59;0;1786846.61;1654374.98;0;0;0;0;0;0;0;0;0;1893.69;0;0;0;53470.00;53470.00;0;0;0;0;0;0;777909.45;280.00;0;81108.40;696521.05;0;0;0;0;0;0;0;4535890.13;0;4524790.45;0;11099.68;0;0;0;0;0;0;0;0;0;3766059.14;3742859.49;0;0;0;23199.65;0;0;0;0;1795.51;0;1795.51;0;0;0;0;0;0;1301797.09;505845.77;795951.32;0;0;0;0;0;0;0;0;0;0;88539.32;88539.32;0;0;0;0;0;0;0;0;0;0;654060.81;0;654060.81;0;0;0;0;0;0;0;0;30139.00;30139.00;0;0;0;0;0;153749.95;0;0;0;0;153749.95;0;11764.42;11270.00;494.42;0;177395.21;0;177395.21;0;0;471936.79;0;471936.79;0;0;0;0;29523.29;29523.29;0;0;0;0;0;0;0;0;0;0;0;0;16147470.35;0
Prefeitura Municipal de Três Forquilhas - RS;4321832;RS;2938;463045.65;463045.65;0;0;0;0;0;0;0;0;0;0;2469403.20;53728.33;1933241.91;482432.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288991.63;0;0;53732.67;235258.96;0;475167.53;0;475167.53;0;0;0;2408419.32;2383174.64;22698.00;0;2546.68;0;0;0;0;0;0;0;0;0;2933681.91;2741329.00;0;0;0;185483.51;0;6869.40;0;0;0;0;0;0;0;0;0;0;0;10998.60;10998.60;0;0;0;0;0;0;0;113913.59;1621.94;112291.65;0;110578.00;110578.00;0;0;0;0;0;0;0;0;0;0;496443.22;0;496443.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26770.85;0;26770.85;0;0;75125.62;0;75125.62;0;0;0;0;0;0;0;0;0;52301.30;0;0;52301.30;0;0;0;0;0;9924840.42;1122788.32
Prefeitura Municipal de Sericita - MG;3166303;MG;7391;638189.33;638189.33;0;0;0;0;0;0;0;0;0;0;1853112.07;97500.00;1567823.21;167790.85;0;0;0;0;0;19998.01;0;0;0;0;0;0;0;25774.49;21324.49;0;0;4450.00;0;0;0;363296.84;0;0;46962.34;316334.50;0;73515.00;0;73515.00;0;0;0;4940474.43;2255560.28;2314866.81;0;23327.40;61586.47;0;285133.47;0;0;0;0;0;0;4005137.94;3181873.43;0;0;0;423153.98;0;0;0;400110.53;536036.21;0;465597.51;70438.70;61096.84;0;0;0;61096.84;732178.23;666932.30;65245.93;0;0;36802.20;0;36802.20;0;0;0;0;0;700606.77;700606.77;0;0;0;0;0;0;0;0;0;0;38445.12;0;14206.00;0;0;0;24239.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3142.88;0;3142.88;0;100630.77;0;100630.77;0;0;1263670.13;0;1263670.13;0;0;0;0;93691.29;0;90191.29;0;3500.00;519566.37;0;0;366739.96;0;0;0;0;152826.41;15985366.91;0
Prefeitura Municipal de Itamogi - MG;3132909;MG;10553;683134.92;683134.92;0;0;0;0;0;0;0;0;0;0;3353339.84;0;2712419.81;360391.03;40998.20;0;0;0;0;0;0;0;239530.80;0;0;0;0;32076.44;32076.44;0;0;0;0;0;0;599700.97;27399.28;0;65791.85;506509.84;0;0;0;0;0;0;0;7292565.72;5037728.88;1715013.48;199506.35;66443.38;148160.44;0;125713.19;0;0;0;0;0;0;5363302.44;4156374.96;0;0;20841.88;922520.21;758.15;253395.24;0;9412.00;788817.14;0;788817.14;0;0;0;0;0;0;1592417.96;6328.50;1586089.46;0;0;0;0;0;0;0;0;0;0;363697.40;363697.40;0;0;0;0;0;0;0;0;0;0;164748.12;0;164748.12;0;0;0;0;0;0;0;0;28672.34;28672.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150101.20;0;150101.20;0;0;8549.62;0;8549.62;0;0;0;0;216581.93;0;76442.32;140139.61;0;483905.00;0;0;465350.06;0;0;18554.94;0;0;21121611.04;0
Prefeitura Municipal de Boa Esperança - ES;3201001;ES;15244;1007058.50;1007058.50;0;0;530194.46;530194.46;0;0;0;0;0;0;6268426.80;403631.12;3965086.53;1056843.81;8607.00;0;0;0;0;0;0;0;834258.34;0;0;0;0;0;0;0;0;0;0;0;0;1306762.23;9179.74;13672.56;42627.00;1241282.93;0;2145525.13;0;2145525.13;0;0;0;8467272.65;3102953.90;3485563.68;0;75866.24;0;0;1802888.83;0;0;0;0;0;0;10353399.13;7127154.58;61500.00;0;90000.00;2538246.24;0;0;0;536498.31;1452178.47;0;1452178.47;0;0;0;0;0;0;5949599.63;5027973.97;0;0;921625.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3450793.36;0;2735597.80;0;0;0;715195.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385434.20;0;0;14028.90;371405.30;0;0;0;0;0;0;0;0;0;41316644.56;2158171.40
Prefeitura Municipal de Rio Pardo - RS;4315701;RS;38899;2590402.66;2590402.66;0;0;0;0;0;0;0;0;0;0;6236787.33;178062.04;4258554.63;1800170.66;0;0;0;0;0;0;0;0;0;0;0;0;0;1285616.66;1265616.66;20000.00;0;0;0;0;0;1774828.27;148894.47;99087.69;0;1526846.11;0;0;0;0;0;0;0;33351585.72;33351585.72;0;0;0;0;0;0;0;0;0;0;0;0;17587149.35;15065030.74;0;0;0;2506076.87;0;16041.74;0;0;0;0;0;0;0;0;0;0;0;3833567.46;616807.66;3216759.80;0;0;0;0;0;0;2857412.61;2324.09;2855088.52;0;527753.33;527681.93;71.40;0;0;0;0;0;0;0;0;0;1428215.67;0;0;0;1416086.17;12129.50;0;0;0;0;0;174166.20;174166.20;0;0;0;0;0;658978.27;0;0;0;0;658978.27;0;0;0;0;0;0;0;0;0;0;1879507.48;0;1795484.90;0;84022.58;0;0;455512.98;0;0;455512.98;0;7794436.39;0;0;2319261.27;0;481591.55;4993583.57;0;0;82435920.38;0
Prefeitura Municipal de Minaçu - GO;5213087;GO;31206;3901188.29;3901188.29;0;0;228.25;228.25;0;0;0;0;0;0;13415716.74;727992.37;9989454.48;2455639.15;69080.18;0;8472.20;159436.63;5641.73;0;0;0;0;0;0;0;0;1099150.79;1097500.79;1650.00;0;0;0;0;0;4944235.81;453798.66;0;233797.80;4138713.57;117925.78;9405017.39;2391442.77;6455852.21;0;0;557722.41;18100085.19;4627188.61;9909698.44;402463.53;200295.42;540694.85;0;2419744.34;66351.37;0;3188.87;0;63162.50;0;28924734.55;23907153.76;0;0;100650.00;1934506.91;91738.33;450397.56;0;2440287.99;650823.00;0;650823.00;0;0;0;0;0;0;9890946.40;4203708.78;5687237.62;0;0;0;0;0;0;0;0;0;0;1577313.43;1006451.78;7990.00;0;0;0;562871.65;0;0;0;0;0;510174.25;510174.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48475.76;0;0;0;0;48475.76;0;0;0;0;0;0;0;0;0;0;4609138.73;5606.19;3839974.97;0;0;0;763557.57;318571.32;0;77771.33;27415.18;213384.81;2979807.34;0;0;2381321.74;0;0;598485.60;0;0;100441958.61;0
Prefeitura Municipal de Barra do Rocha - BA;2903102;BA;6518;603387.16;603387.16;0;0;39586.64;0;0;39586.64;0;0;0;0;4046975.11;85862.46;2205963.28;393990.28;0;0;0;0;0;0;0;0;1361159.09;0;0;0;0;0;0;0;0;0;0;0;0;794296.89;59342.02;0;0;734954.87;0;0;0;0;0;0;0;2815813.81;1234816.38;0;0;0;0;0;1580997.43;0;0;0;0;0;0;6689612.89;5831779.35;431402.70;0;0;0;0;0;0;426430.84;23300.00;0;23300.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92551.73;0;0;0;0;0;92551.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15105524.23;0
Prefeitura Municipal de São Gonçalo dos Campos - BA;2929305;BA;37111;1933966.71;1933966.71;0;0;0;0;0;0;0;0;0;0;6718469.97;0;6718469.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819115.41;0;0;819115.41;0;0;0;0;0;0;0;0;14776658.11;14776658.11;0;0;0;0;0;0;19468.84;0;0;0;0;19468.84;22017868.14;22017868.14;0;0;0;0;0;0;0;0;49801.16;0;49801.16;0;0;0;0;0;0;1716657.07;1716657.07;0;0;0;43439.26;43439.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173621.25;173621.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96577.76;0;0;0;0;0;96577.76;0;0;0;0;22478.04;22478.04;0;0;0;6281.00;0;0;0;0;0;6281.00;19873.21;0;0;19873.21;0;878515.68;878515.68;0;0;0;0;0;0;0;49292791.61;0
Prefeitura Municipal de Capela - AL;2701704;AL;17591;1071883.53;1071883.53;0;0;0;0;0;0;0;0;0;0;4077221.36;0;3337647.32;739574.04;0;0;0;0;0;0;0;0;0;0;0;0;0;174651.70;174651.70;0;0;0;0;0;0;1814073.87;137629.28;19909.89;291002.81;632594.15;732937.74;0;0;0;0;0;0;8953088.89;5501860.49;2876208.99;157910.31;1032.00;415831.50;0;245.60;0;0;0;0;0;0;16881306.98;13014154.92;0;0;0;2525930.53;361938.48;327157.16;0;652125.89;585888.19;0;585888.19;0;0;0;0;0;0;4062507.95;198995.00;1658046.04;0;2205466.91;14565.00;0;14565.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172628.65;0;0;0;0;0;172628.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133282.43;0;12320.00;20000.00;100962.43;276588.71;0;0;276588.71;0;0;0;0;0;38217687.26;0
Prefeitura Municipal de Ibirá - SP;3519402;SP;11740;604835.94;604835.94;0;0;0;0;0;0;0;0;0;0;4388828.45;0;2735064.26;1653764.19;0;0;0;0;0;0;0;0;0;0;0;0;0;57860.00;0;57860.00;0;0;0;0;0;1313190.81;248772.80;0;82176.40;982241.61;0;452573.62;452573.62;0;0;0;0;8560433.95;7443060.73;859466.96;0;69081.21;188825.05;0;0;0;0;0;0;0;0;10531825.81;7291565.85;223387.48;8263.36;4208.00;2142202.71;185039.03;53040.00;0;624119.38;788170.25;0;788170.25;0;0;0;0;0;0;5254644.74;2868815.73;2385829.01;0;0;58500.00;0;58500.00;0;531665.37;0;531665.37;0;85.00;85.00;0;0;0;0;0;0;0;0;0;0;295551.14;285720.91;0;0;0;0;9830.23;0;0;0;0;0;0;0;0;0;0;0;876779.26;0;0;0;0;876779.26;0;0;0;0;0;0;0;0;0;0;276939.36;0;276939.36;0;0;0;0;285142.75;261199.80;0;23942.95;0;565182.38;0;0;202931.93;0;0;362250.45;0;0;34842208.83;0
Prefeitura Municipal de Esteio - RS;4307708;RS;83846;5524484.27;893996.21;0;4630488.06;3583480.76;0;3481896.90;101583.86;0;0;0;0;19757090.41;132522.06;17450496.53;1792582.33;66195.49;0;0;0;0;315294.00;0;0;0;0;0;0;0;6002693.68;4722271.92;77138.60;0;1203283.16;0;0;0;5850145.64;0;4420.00;1107564.70;4269794.73;468366.21;6040339.15;0;6040339.15;0;0;0;34377014.42;32280159.76;1179076.32;0;902405.84;15372.50;0;0;219360.19;192348.32;0;27011.87;0;0;58307255.58;36993630.68;0;0;0;19801120.82;0;492468.55;0;1020035.53;1213568.24;6397.19;443182.38;763988.67;94786.28;0;94786.28;0;0;21033249.21;13305780.86;7727468.35;0;0;510452.14;0;434100.79;76351.35;1533102.58;0;1533102.58;0;1430139.59;1430139.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30996.78;30996.78;0;0;0;0;0;236664.22;0;0;236664.22;2619422.11;0;2619422.11;0;0;3268367.97;0;3268367.97;0;0;0;0;801468.62;0;801468.62;0;0;1327348.81;0;0;1327348.81;0;0;0;0;0;173761430.65;0
