##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Intraorçamentárias)";lof_absoluto_com_pop;lof_absoluto_sem_pop;lof_absoluto_suav;lof_absoluto_suav_norm;lof_relativo;lof_relativo_norm
Prefeitura Municipal de Sítio Novo do Tocantins - TO;1720804;TO;9270;481529.52;77045.50;0;5646201.98;0;8537.00;0;293467.48;61496.73;1809822.68;0;6069576.62;80319.40;0;2302220.52;0;986567.69;589685.82;0;7950.00;0;0;0;0;124763.03;206522.50;648136.50;0;0;1.62;1.62;1.06;1.09;1.39;1.63
Prefeitura Municipal de São José do Sul - RS;4318614;RS;2240;339132.31;0;0;3480109.30;0;8000.00;0;191984.26;0;2688033.27;0;2902958.61;95268.96;0;208787.40;0;185111.10;78321.59;0;695091.87;0;0;9521.30;0;41618.03;65000.00;93537.35;0;0;1.03;1.03;1.04;1.08;1.21;1.40
Prefeitura Municipal de Conceição de Macabu - RJ;3301405;RJ;22006;0;0;176983.79;12230964.24;0;0;0;1768646.04;3727822.28;12582066.97;0;11154776.71;950.00;0;2885809.17;0;8490.00;0;0;13899.63;0;0;2117670.00;66370.23;0;0;156128.76;55906.34;2781723.72;1.21;1.21;1.49;1.32;1.15;1.60
Prefeitura Municipal de Botuporã - BA;2904209;BA;11089;795520.96;189000.00;0;2252640.53;0;9553.40;0;780193.16;425551.99;6006886.39;0;12942034.19;413360.83;0;2259318.56;0;289205.16;0;0;100462.06;0;0;0;0;2028.40;226954.05;10952.00;0;0;1.00;1.00;1.05;1.05;1.15;1.34
Prefeitura Municipal de Arroio do Padre - RS;4301073;RS;2871;416788.77;51700.00;0;1447843.88;0;0;0;343213.30;0;2337175.66;0;3267752.06;160682.20;0;45657.86;10754.57;85620.69;10632.00;0;806865.39;0;0;16963.01;0;0;1396750.91;5267.70;181540.48;0;1.03;1.03;1.07;1.11;1.11;1.23
Prefeitura Municipal de Vale do Sol - RS;4322533;RS;11608;719386.09;0;0;4836149.02;0;37760.03;0;490762.52;0;4578318.51;0;5823193.50;121565.60;61382.42;1382.70;0;573524.00;57763.66;0;597271.94;0;0;26089.09;0;131409.18;989698.55;41123.87;1120941.52;1412815.17;1.12;1.12;1.11;1.30;1.10;1.34
Prefeitura Municipal de Bom Jesus da Penha - MG;3107604;MG;4121;355820.32;0;0;1818247.98;0;0;0;400289.89;1055227.81;4396100.96;0;2784853.77;186165.12;0;708781.72;0;0;0;0;274548.78;0;0;0;2614.00;0;806783.13;186454.88;0;695416.25;1.19;1.19;1.09;1.11;1.16;1.28
Prefeitura Municipal de Itatim - BA;2916856;BA;14691;911483.42;0;0;2524463.40;0;0;0;801190.42;0;6826579.55;0;16570736.79;0;0;3682327.30;0;0;0;0;225689.38;0;0;0;0;0;0;861614.00;151798.65;0;1.03;1.03;1.07;1.10;1.18;1.34
Prefeitura Municipal de Passo Fundo - RS;4314100;RS;195620;11126750.08;2868997.82;0;29397935.93;0;8050350.47;0;14896040.17;38962233.04;71137259.12;7874211.37;89455803.40;2193205.30;1549309.84;20546620.43;1313882.56;135285.30;16607094.88;0;3875062.86;0;680724.88;924295.76;0;0;455194.36;1071396.84;9342026.82;18379065.56;1.25;1.25;1.09;1.09;1.09;1.60
Prefeitura Municipal de Chopinzinho - PR;4105409;PR;20034;0;0;0;6208469.71;0;0;0;2206163.85;0;16178685.90;0;16596263.43;240628.77;422399.57;4007314.96;434578.27;0;581969.56;0;2208776.80;0;498884.38;0;0;0;5934577.52;568848.25;1721271.66;0;1.23;1.23;1.19;1.21;1.07;1.40
Prefeitura Municipal de Saquarema - RJ;3305505;RJ;80915;6967983.53;0;0;16440668.73;0;3148481.02;0;5006243.05;11083017.21;43667975.87;0;53350839.06;1433423.20;0;43752665.81;0;0;286461.77;0;799640.93;0;0;966607.13;686381.29;0;0;629470.89;4864642.17;0;1.35;1.35;1.26;1.23;1.19;1.53
Prefeitura Municipal de Caroebe - RR;1400233;RR;8997;447726.01;0;0;3667384.74;0;0;0;459560.02;0;3313428.14;0;5408515.63;74496.50;0;1284384.77;0;0;22255.45;0;3873.50;0;0;0;0;0;14654.00;209760.76;0;0;1.07;1.07;0.99;1.01;1.07;1.01
Prefeitura Municipal de São José do Sabugi - PB;2514701;PB;4114;536544.00;0;0;1091693.54;0;0;0;673743.41;198257.63;2358159.89;81141.26;3918852.44;148630.00;0;1222897.47;0;0;161145.94;0;292187.82;0;0;0;0;0;8782.00;248278.73;24438.49;0;1.03;1.03;1.05;1.07;1.07;1.31
Prefeitura Municipal de Itambé do Mato Dentro - MG;3132800;MG;2261;492769.36;0;0;922367.52;0;0;0;300190.64;444657.89;2656441.52;0;1159724.31;650127.76;0;734926.24;0;126315.16;38721.66;0;133882.54;0;0;0;0;0;931503.81;43832.21;44376.95;0;1.19;1.19;0.98;1.01;1.47;1.60
Prefeitura Municipal de Campos Belos - GO;5204904;GO;19412;1196610.90;0;0;547424.13;0;10513.46;0;804161.43;2321882.10;10375988.26;0;13332025.08;3819.80;0;5620128.74;0;0;0;0;309093.09;0;0;218973.74;0;0;66817.91;694739.54;732908.51;0;1.31;1.31;1.10;1.18;1.34;1.19
Prefeitura Municipal de Três Passos - RS;4321907;RS;24656;992218.16;0;0;4247535.23;0;0;0;1475756.12;4477786.88;10698105.37;0;13263040.46;452080.87;0;4349583.88;169784.76;0;891539.34;0;2687206.47;0;0;741613.97;0;0;1259454.45;155104.44;2561046.28;4999336.12;1.19;1.19;1.05;1.07;1.12;1.29
Prefeitura Municipal de Solonópole - CE;2313005;CE;18060;1431007.59;0;0;4794762.29;0;0;0;1884763.50;646111.72;9200618.46;0;9577556.27;63949.68;0;4186284.62;0;3863927.62;0;0;312427.49;0;0;64082.47;0;0;76221.00;55097.50;831410.17;987579.08;1.24;1.24;1.04;1.02;1.16;1.12
Prefeitura Municipal de Bastos - SP;3505807;SP;21064;1779976.59;0;0;11822860.13;0;0;0;2128764.44;0;12381369.61;186830.93;9328868.52;15459.44;0;1345036.18;0;0;0;0;783037.26;0;0;0;0;0;1178.89;628522.88;719219.58;0;1.22;1.22;1.13;1.23;1.05;1.23
Prefeitura Municipal de Confresa - MT;5103353;MT;27749;1546982.00;0;0;5832269.83;0;0;0;1991354.24;779025.96;13447285.24;0;14167140.53;193780.28;0;3103925.43;0;0;727266.38;0;468780.80;90000.00;0;0;0;0;3679469.05;493779.24;213290.91;1020121.83;1.09;1.09;1.16;2.64;1.02;1.38
Prefeitura Municipal de Taiobeiras - MG;3168002;MG;33040;1902818.68;0;0;5683797.71;0;0;0;1723990.67;0;17466768.08;0;11991463.08;1033326.74;0;3425633.82;0;3022052.31;0;0;546407.88;0;0;171472.37;0;823017.63;1204349.53;505455.70;0;0;1.18;1.18;1.13;1.15;1.04;1.15
Prefeitura Municipal de Vertente do Lério - PE;2616183;PE;7802;699964.82;0;0;1984937.96;0;0;0;1205166.88;651369.02;3406858.70;0;6105532.12;468929.15;0;1466388.75;0;0;488.40;0;110116.62;0;0;0;0;4400.00;20734.91;3551.80;99836.09;0;1.01;1.01;0.99;1.01;1.06;1.15
Prefeitura Municipal de Capela do Alto Alegre - BA;2906857;BA;12123;732247.56;0;0;2623393.16;0;0;0;872802.53;663586.98;4374817.93;0;7849992.71;195893.81;0;1582613.94;0;315046.74;0;0;14557.94;0;0;0;0;0;237502.49;33867.83;929360.17;830916.48;0.99;0.99;0.98;0.98;0.99;1.05
Prefeitura Municipal de Tupirama - TO;1721257;TO;1751;441483.00;0;0;2736919.18;0;0;0;377444.21;0;2152893.44;0;2043956.81;54045.57;0;0;0;0;0;0;281.70;0;0;0;0;0;0;11062.42;0;0;1.06;1.06;1.19;1.20;1.22;1.40
Prefeitura Municipal de Paço do Lumiar - MA;2107506;MA;115693;2823295.66;0;0;16297512.38;0;0;0;2849911.34;2452178.81;21277713.97;0;57739519.15;1519483.32;360748.93;4341116.99;49420.95;6901913.41;408320.74;0;0;0;0;487436.01;0;0;2182889.05;0;782137.66;0;1.19;1.19;1.50;1.44;1.18;1.15
Prefeitura Municipal de Fronteira - MG;3127008;MG;16036;1454638.52;386625.20;0;4350521.16;0;102677.73;0;1599457.90;0;10820465.06;0;9535552.70;494381.28;6000.00;4910801.87;0;0;309358.98;0;84714.71;0;2322.32;12827.74;0;0;552164.74;747656.52;1508479.84;0;1.07;1.07;1.14;1.15;1.01;1.30
Prefeitura Municipal de Eusébio - CE;2304285;CE;50308;7106824.18;0;752171.23;47825051.92;0;0;0;2029485.74;3401992.48;42497152.18;5206395.60;48188730.42;2567211.41;0;2784451.00;245132.46;10571581.47;10648.00;0;0;0;0;647310.26;0;0;0;317050.00;459010.70;0;1.45;1.45;1.32;1.25;1.13;1.88
Prefeitura Municipal de Cidelândia - MA;2103257;MA;14238;0;75000.00;0;5701428.85;0;0;0;1037866.82;0;7195946.61;294783.58;12478726.26;311342.96;0;934989.70;0;0;0;0;0;0;0;0;0;0;1420611.62;295848.49;910358.75;0;1.05;1.05;1.24;1.19;1.11;1.43
Prefeitura Municipal de Japorã - MS;5004809;MS;8429;834009.96;0;0;3818479.81;0;0;0;1170393.57;0;4402664.38;0;10054004.16;430842.84;0;1723761.37;0;0;240233.58;0;242499.00;0;0;0;0;0;0;0;0;0;1.01;1.01;1.08;1.07;1.12;1.24
Prefeitura Municipal de Maria Helena - PR;4114708;PR;6007;0;0;0;1920823.83;0;0;0;662219.90;1437934.60;3123825.61;0;2617331.41;72780.14;0;1608840.89;250000.00;0;45361.94;0;403863.43;0;83593.34;0;0;0;919812.30;107721.82;413993.29;0;1.23;1.23;1.12;1.09;1.24;1.36
Prefeitura Municipal de Fraiburgo - SC;4205506;SC;35781;1837449.37;0;0;7021944.48;0;494227.90;0;2209296.63;0;17628411.51;0;29290077.87;1142216.15;0;4866153.91;45499.80;5502884.99;25315.24;0;1954269.15;0;90801.72;189793.36;0;0;995184.77;954985.65;3256103.22;0;1.10;1.10;1.02;1.04;1.18;1.16
Prefeitura Municipal de São José do Divino - PI;2210052;PI;5237;398149.97;0;0;1414927.45;0;0;0;362537.10;0;2645469.69;0;4224766.90;23641.00;0;691881.91;0;515908.17;106679.08;0;155948.10;0;0;0;28000.00;115756.07;66767.16;184334.80;30231.19;0;1.01;1.01;1.01;1.01;1.05;1.29
Prefeitura Municipal de Floriano - PI;2203909;PI;58702;3218955.83;0;149597.64;11113105.98;0;0;0;2380373.07;1779638.15;30711371.38;0;26471240.42;598028.35;98236.62;4328038.69;317098.94;58845.95;490747.83;0;339489.77;0;0;1563111.46;87168.37;3310219.36;1276684.82;228398.43;1645207.48;0;1.11;1.11;1.29;1.22;1.01;1.26
Prefeitura Municipal de Imbaú - PR;4110078;PR;12246;0;0;0;3073302.86;0;7325.58;0;1220425.06;0;5541405.44;266077.72;5566088.52;46877.13;75594.36;595451.19;0;62020.00;362407.56;15479.88;641628.00;0;0;4889.50;0;112209.86;288211.21;62853.03;238274.51;0;1.08;1.08;1.26;1.25;1.05;1.43
Prefeitura Municipal de Witmarsum - SC;4219408;SC;3805;506521.25;0;0;1305358.32;0;18711.86;0;362384.21;122891.20;3530239.05;0;2765460.09;120655.16;0;2098732.30;0;0;0;0;1156208.29;0;0;4691.96;0;0;0;133185.84;1215576.83;0;1.35;1.35;1.12;1.11;1.44;1.55
Prefeitura Municipal de Alto Caparaó - MG;3102050;MG;5655;595994.52;136902.90;0;1975486.85;0;21590.07;0;285255.18;339444.12;3615885.16;0;3969175.92;80469.69;0;688935.01;0;183675.58;0;0;356122.38;0;0;10939.83;17591.25;2107.37;117825.75;65856.66;49532.25;0;1.00;1.00;1.00;1.01;1.03;1.24
Prefeitura Municipal de Espinosa - MG;3124302;MG;32117;1702815.46;601253.59;0;2895372.76;27521.65;12741.59;0;1330806.88;2076349.78;10330886.82;0;10721247.60;215332.34;0;2389435.93;0;173242.27;17814.00;0;703069.26;0;76933.02;0;7690.53;0;979129.83;497611.17;3293380.31;1459315.65;1.14;1.14;1.08;1.03;1.08;1.24
Prefeitura Municipal de Doresópolis - MG;3123403;MG;1512;582908.57;0;0;1841780.11;0;0;0;453053.56;159524.47;2156529.22;0;2078269.67;132159.84;0;546983.67;0;72084.07;0;0;226576.01;0;0;24500.00;8350.00;145347.03;1568073.74;12423.45;381051.64;0;1.00;1.00;1.09;1.02;1.26;1.65
Prefeitura Municipal de Carapebus - RJ;3300936;RJ;14713;3708415.42;0;0;35223629.09;0;4000.00;0;2829833.91;0;24111951.37;0;14748196.13;26563.00;0;11456970.16;0;0;71730.00;0;0;0;0;976165.05;569795.25;0;0;351345.00;0;0;1.84;1.84;1.34;1.34;1.66;2.27
Prefeitura Municipal de Barra Funda - RS;4301958;RS;2487;402558.87;0;0;1721909.82;0;10895.24;0;673563.81;352957.14;2868330.72;0;2310838.69;16930.00;0;261037.84;0;123637.83;0;0;630056.90;0;120299.81;0;0;105701.59;1001353.92;370588.67;385886.79;0;0.99;0.99;1.09;1.10;1.06;1.37
Prefeitura Municipal de Areias - SP;3503505;SP;3849;484573.78;0;0;987069.92;0;0;0;647306.12;0;3097687.48;0;3976959.42;107355.62;0;1926350.20;0;444192.12;0;0;187309.86;0;0;0;0;0;167054.46;617351.08;291134.26;0;1.14;1.14;0.97;0.97;1.21;1.33
Prefeitura Municipal de Pindaré-Mirim - MA;2108504;MA;32037;0;0;0;6852138.49;0;0;0;1633022.74;1105748.44;11401217.02;0;37919253.00;828785.96;0;460089.72;0;2729.60;630501.64;80500.00;596844.06;0;84092.00;0;8000.00;22990.93;287780.46;177337.22;112311.56;0;1.19;1.19;1.29;1.17;1.22;1.39
Prefeitura Municipal de Goianorte - TO;1708304;TO;5125;486663.09;207387.13;0;1223527.19;0;0;0;419464.92;0;2144213.06;0;3174063.14;2577.32;0;831094.92;0;0;421865.73;0;325365.67;0;0;0;0;0;0;247293.48;151002.03;0;0.99;0.99;1.12;1.16;1.14;1.43
Prefeitura Municipal de Salto do Lontra - PR;4123006;PR;14450;0;0;0;4287710.73;0;0;0;762655.36;0;7327227.25;0;6984022.07;174612.84;0;5679829.70;0;0;135117.40;0;1226444.44;0;27581.00;0;0;0;2228974.04;195373.49;1327351.81;0;1.23;1.23;1.02;1.02;1.15;1.25
Prefeitura Municipal de Vargem Grande do Rio Pardo - MG;3170651;MG;4966;577490.31;78185.90;0;1240837.96;17126.41;0;0;489094.08;0;3335579.00;0;3031703.71;11115.00;0;1662717.42;0;31866.32;12450.00;0;139359.83;0;0;115665.58;2000.00;0;54726.87;64858.41;814632.44;0;1.10;1.10;1.10;1.00;1.10;1.36
Prefeitura Municipal de Euclides da Cunha Paulista - SP;3515350;SP;9685;922706.97;0;0;2959846.20;0;0;0;1658150.54;366741.13;6037425.61;0;7633912.98;0;0;1732015.50;4542.15;0;0;0;584445.16;0;0;391730.05;0;0;602702.12;638262.12;742565.89;0;1.03;1.03;1.14;1.11;1.03;1.23
Prefeitura Municipal de Santa Maria das Barreiras - PA;1506583;PA;19437;1288460.64;0;0;13726406.50;0;0;0;718232.26;0;4672449.71;0;12543208.29;54360.76;0;200652.98;33582.17;3422.36;0;0;3072.11;0;0;330161.78;0;0;3547364.98;233522.80;652562.73;0;1.35;1.35;1.06;1.18;1.24;1.32
Prefeitura Municipal de Aquidauana - MS;5001102;MS;46998;3700338.05;0;0;16701405.70;0;0;0;4487751.63;4343623.22;37314176.89;0;24367424.85;28370.57;0;8570912.09;338184.68;0;12007.43;0;773384.44;0;110461.16;0;0;0;0;31749.75;962422.35;0;1.17;1.17;1.16;1.19;1.08;1.19
Prefeitura Municipal de Sobral - CE;2312908;CE;199750;11832668.69;0;0;85177037.22;0;0;0;9687679.58;0;203509072.50;563337.47;122118856.60;6932019.30;0;19003453.85;1407424.29;12473693.20;1057358.95;497648.84;555996.47;2280.00;404186.98;0;0;194615.54;0;3592148.37;0;0;1.29;1.29;1.56;1.57;1.22;1.48
Prefeitura Municipal de Cambuci - RJ;3300902;RJ;14849;2004394.89;0;0;20446067.68;0;0;0;284223.44;0;11053736.66;0;7795464.45;0;0;0;0;0;430804.10;0;9528.00;0;0;0;0;0;0;0;1499445.04;1030588.37;1.89;1.89;1.36;1.24;1.38;1.66
Prefeitura Municipal de Salto Veloso - SC;4215406;SC;4536;383313.97;0;0;2317680.48;0;20980.25;0;512070.42;879555.94;3405093.95;0;3927268.48;212992.17;0;889272.56;0;0;0;0;791701.54;0;0;0;0;0;2169785.85;108709.11;812326.55;533872.30;1.10;1.10;1.03;1.02;1.10;1.27
Prefeitura Municipal de Lagoa Salgada - RN;2406601;RN;8076;578130.20;0;0;1245717.77;0;0;0;609319.36;0;3625410.57;0;6670501.30;729.34;0;1889311.65;8210.54;0;0;0;479496.25;0;0;46200.00;0;0;64764.00;140415.28;553758.22;0;1.05;1.05;1.09;1.09;1.03;1.10
Prefeitura Municipal de Castro Alves - BA;2907301;BA;27194;1451134.60;0;0;10670799.28;0;0;0;891990.03;0;8444736.88;0;19593097.61;2620.00;0;1061330.84;0;0;0;0;653527.41;0;0;0;0;202901.19;0;935552.84;329747.35;0;1.12;1.12;1.08;1.14;1.04;1.10
Prefeitura Municipal de Mauá - SP;3529401;SP;448776;25184252.11;3833321.40;0;51336344.98;0;13455175.61;0;13097869.96;0;224224089.58;11595472.91;126457045.44;970998.60;5077828.69;89019211.09;5738348.18;65753366.90;2024344.24;0;0;0;250272.60;0;1555687.29;0;0;2520567.78;83162675.94;614625.09;1.38;1.38;1.45;1.25;1.44;1.62
Prefeitura Municipal de São Felipe D'Oeste - RO;1101484;RO;6160;636521.30;0;0;2262744.51;0;0;0;1191318.66;0;3334034.90;0;3954993.99;1645.00;0;1581.48;0;98255.30;0;0;386818.78;0;0;0;0;42735.95;2267701.59;110054.17;226557.81;0;1.11;1.11;1.04;1.19;1.11;1.24
Prefeitura Municipal de Aroeiras - PB;2501302;PB;19231;958800.60;0;0;3924689.44;0;0;0;1049427.62;0;8030769.03;0;13937367.76;260069.19;0;802043.14;0;0;0;0;43723.00;0;0;0;0;0;130955.25;237390.19;1080477.39;0;0.99;0.99;0.98;0.97;0.99;0.99
Prefeitura Municipal de Ararendá - CE;2301257;CE;10750;885749.17;0;0;2480516.64;0;0;0;896420.59;220387.84;4847144.78;0;9054018.09;94687.33;0;335011.70;0;306587.20;0;0;212024.22;0;0;6530.00;0;0;379234.96;89274.83;479391.00;0;1.01;1.01;0.99;0.98;1.02;1.02
Prefeitura Municipal de Japonvar - MG;3135357;MG;8622;619147.77;40074.96;0;1121363.37;275.00;7958.23;0;696386.62;778001.19;3950751.24;0;4210703.17;195452.66;0;865726.76;4393.15;104258.29;56099.58;0;280733.94;0;0;2653.20;37880.75;94199.88;112582.11;49745.45;321180.50;0;1.03;1.03;1.00;1.02;1.00;1.11
Prefeitura Municipal de Lagoa Grande - PE;2608750;PE;24475;1237955.58;0;0;6314196.17;0;0;0;2622225.90;2929141.85;8494694.93;0;13437547.47;271863.43;0;143787.74;0;0;0;0;1310386.86;0;0;0;0;0;34499.21;380504.98;393400.86;0;1.17;1.17;0.99;1.03;1.07;1.04
Prefeitura Municipal de União de Minas - MG;3170438;MG;4486;915655.66;0;0;2841095.71;0;26021.41;0;625939.72;0;2908342.53;0;3655411.15;320993.39;0;1601313.85;0;0;94760.14;0;67428.27;0;0;0;0;0;641476.69;117539.38;483341.35;0;1.11;1.11;1.00;1.01;1.08;1.24
Prefeitura Municipal de São João do Rio do Peixe - PB;2500700;PB;17923;194407.77;0;0;4347630.13;0;0;0;1260953.12;890102.34;7959886.04;0;9478403.20;192287.95;0;408149.82;0;1956784.85;0;0;487660.34;0;0;0;35666.00;0;138996.00;47703.22;34724.16;865007.16;1.16;1.16;1.07;1.10;1.09;1.18
Prefeitura Municipal de Monteiro Lobato - SP;3531704;SP;4424;0;34603.70;0;1652344.16;0;510.40;0;639782.02;0;3932810.45;0;4381917.87;444947.16;0;928305.96;0;0;90933.94;0;55386.24;0;0;0;0;0;871984.27;294044.13;76346.11;0;1.04;1.04;1.05;1.04;1.17;1.41
Prefeitura Municipal de Pilar - AL;2706901;AL;35153;3891713.79;842796.23;2007085.75;12991773.73;0;506603.33;0;2581287.45;4617940.67;20058500.90;0;22238870.19;2272803.15;0;14629861.30;0;896471.44;516004.58;0;65343.91;0;0;110112.50;0;0;1560328.76;521212.14;2043709.93;0;1.18;1.18;1.18;1.13;1.11;1.59
Prefeitura Municipal de Itaporã do Tocantins - TO;1711100;TO;2482;444240.95;0;0;1553275.72;0;300.00;0;513784.88;0;2011114.60;0;1980775.41;0;0;1008089.15;0;0;242079.14;0;33696.00;0;0;0;0;0;355517.06;111124.87;0;0;0.99;0.99;1.06;1.07;1.06;1.32
Prefeitura Municipal de Santa Terezinha - MT;5107776;MT;7798;719380.96;0;0;2619665.44;0;0;0;800726.92;404068.42;4855064.25;192335.25;4926603.88;62150.50;1733.30;125310.17;0;298554.93;0;0;188277.50;0;0;683733.12;0;56912.79;1283444.50;63122.87;64403.54;444572.40;1.10;1.10;1.24;1.23;1.12;1.48
Prefeitura Municipal de Santa Branca - SP;3546009;SP;14465;1160178.83;0;0;4566038.87;0;0;0;1918471.64;0;6921529.26;0;13275921.71;444646.66;0;3030083.81;353518.34;1540186.32;23745.36;0;77350.00;0;0;0;0;0;438846.55;332050.89;0;0;1.00;1.00;1.07;1.08;1.06;1.21
Prefeitura Municipal de Olindina - BA;2923100;BA;26722;1420936.48;0;0;3822560.28;0;60730.09;0;1288636.82;0;7521962.46;0;18248430.72;600855.23;0;4058072.26;0;225245.52;0;0;271523.19;0;0;0;0;0;39056.13;21355.20;997975.16;0;1.04;1.04;1.00;1.03;0.99;0.97
Prefeitura Municipal de Queimadas - PB;2512507;PB;42884;1735935.51;0;0;3607377.76;0;0;0;2221449.22;6741083.71;15013573.04;147778.78;30827609.10;662331.19;0;5457352.82;0;0;0;0;744585.69;0;0;0;0;690634.90;86023.34;86440.40;334296.06;0;1.17;1.17;1.14;1.19;1.14;1.13
Prefeitura Municipal de Pimenteiras do Oeste - RO;1101468;RO;2432;814103.04;0;0;3826445.98;0;0;0;1050038.24;0;3015826.51;0;2718744.56;1375.20;0;0;0;0;0;0;4250.20;0;0;0;0;0;436099.43;2800.00;18957.57;0;1.07;1.07;1.27;1.12;1.24;1.53
Prefeitura Municipal de Guimarães - MA;2104909;MA;11881;0;0;900.00;3128483.22;0;0;0;773782.55;100696.42;5503634.37;92837.25;9615426.29;335373.03;0;225500.00;0;0;0;0;0;0;0;0;0;0;0;58299.64;0;0;1.03;1.03;1.27;1.27;1.03;1.06
Prefeitura Municipal de São Miguel do Aleixo - SE;2807006;SE;3881;616232.86;32423.33;0;2115528.99;0;0;0;1209694.24;0;2213782.21;0;3159571.33;0;0;877971.97;0;0;0;0;294929.74;0;0;0;0;0;0;142359.90;0;0;1.01;1.01;1.10;1.10;1.13;1.24
Prefeitura Municipal de Itatinga - SP;3523503;SP;19520;0;0;0;7423995.50;0;350417.78;0;2836377.44;0;8774805.57;0;18986501.70;83251.24;0;2747709.08;0;0;395764.69;0;646130.87;0;0;456175.31;0;0;1007698.32;488737.33;294397.92;1482651.12;1.03;1.03;1.09;1.12;1.07;1.48
Prefeitura Municipal de Jesuânia - MG;3135902;MG;4899;460275.76;0;0;1446035.60;0;20831.08;0;247650.25;521097.65;2511006.11;0;2969839.53;114116.90;0;802243.36;0;402571.42;0;0;86830.81;0;0;0;0;0;437569.30;90245.18;404814.34;0;0.98;0.98;1.01;1.00;1.03;1.10
Prefeitura Municipal de Capinópolis - MG;3112604;MG;16038;1469536.48;0;242836.86;3547562.98;0;0;0;1054772.86;3015766.32;9633562.15;0;6704938.20;809248.77;0;3170117.74;0;1592192.30;146427.64;0;1008693.70;0;0;0;0;0;515649.77;171829.91;931411.68;2124800.73;1.13;1.13;1.13;1.14;1.11;1.25
Prefeitura Municipal de Santa Luzia do Norte - AL;2707909;AL;7292;685443.73;0;0;2708184.11;0;0;0;688133.96;2067341.63;3244701.17;0;5455306.33;476761.03;32135.67;1137484.97;0;0;55109.95;0;0;0;0;0;0;0;0;11167.39;142229.67;1253259.89;1.24;1.24;1.20;1.19;1.20;1.20
Prefeitura Municipal de Presidente Dutra - MA;2109106;MA;46369;2059171.44;0;0;7603678.73;0;0;0;2426533.43;0;18120779.31;94742.30;22579506.74;1037559.44;0;8151486.23;0;0;0;0;632080.65;0;0;0;0;1090811.65;516549.49;277586.64;1752462.70;0;1.05;1.05;1.17;1.21;0.98;1.05
Prefeitura Municipal de Pinhalão - PR;4119202;PR;6417;0;11005.93;0;2936531.13;0;0;0;432442.57;0;3715206.08;0;4140739.95;418892.49;101657.66;909141.65;921.06;0;219118.11;0;351231.44;0;47210.81;59235.18;0;0;334394.74;163684.24;49325.94;0;1.05;1.05;1.13;1.19;1.04;1.55
Prefeitura Municipal de Jequitinhonha - MG;3135803;MG;25260;1477240.64;122217.66;0;2753867.23;56859.84;62067.91;0;1321917.03;0;12468253.65;0;9153029.39;961453.16;0;3872578.66;2477.51;30896.31;86574.25;0;521037.54;0;0;0;190.00;0;781304.77;97485.60;2198828.13;0;1.11;1.11;1.05;1.01;1.04;1.21
Prefeitura Municipal de Pereiras - SP;3537503;SP;8111;827075.24;26983.71;0;1905843.16;0;25380.00;0;1015011.75;428493.16;5278333.74;3000.00;6652177.92;1085230.65;0;1502939.62;4086665.92;984486.86;411.15;0;230011.05;0;0;0;0;0;704961.90;241740.98;551741.06;0;2.24;2.24;1.04;1.08;2.28;2.34
Prefeitura Municipal de Vitória Brasil - SP;3556958;SP;1815;451112.52;0;0;1916447.03;0;0;0;893263.75;0;2605258.12;0;1979303.96;103246.80;0;1053229.27;0;0;3089.50;0;379603.79;0;0;0;0;0;202652.28;293500.53;0;0;1.01;1.01;0.99;1.02;1.12;1.32
Prefeitura Municipal de Bom Jesus do Itabapoana - RJ;3300605;RJ;35896;3084620.79;0;0;13582313.41;33869.50;0;0;3658987.09;0;23540369.13;0;21071593.00;518400.50;0;11080867.94;0;7303576.43;40160.32;0;824618.08;0;0;39802.01;0;0;4350.50;347887.39;1164175.43;0;1.20;1.20;1.12;1.20;1.14;1.15
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;1710219.58;310467.69;0;3935003.35;0;34443.02;0;2160844.92;4602398.57;11073598.17;0;21045877.09;2227855.25;0;4518114.74;0;101333.28;0;0;887571.23;0;269055.80;9432.46;0;0;625301.45;373188.94;0;0;1.12;1.12;1.18;1.16;1.10;1.17
Prefeitura Municipal de Amargosa - BA;2901007;BA;37557;1751499.66;0;0;6238873.22;0;133154.45;0;1637615.31;0;13553665.01;0;18930463.96;2489914.93;0;3444430.82;0;0;175907.34;0;282534.46;0;0;0;0;0;439824.56;230423.04;1372605.29;0;1.02;1.02;1.02;1.06;0.98;1.09
Prefeitura Municipal de Santiago - RS;4317400;RS;50622;2164363.67;262612.03;0;8539359.14;0;0;0;2817697.88;8804170.03;17142670.93;0;18288695.34;559713.56;0;5831806.92;0;979885.37;778039.68;0;2721072.30;0;10247.67;239120.94;0;0;3514462.52;1071314.64;3772370.05;7715333.65;1.20;1.20;1.11;1.10;1.05;1.11
